#IDX	INTEGRATED QUALITY FLAG	FILENAME		AUTO LOW S/N	UNDER SEQ	LOW LIBRARY COMPLEXITY	REPRODUCIBILITY FAIL		LAB	GRANT	CELLTYPE	HGNC ID	ANTIBODY	ENSEMBL GENE ID	TREATMENT	PROTOCOL	REP	NREPS		NREADS UNIQ MAP READS	NREADS DISTINCT UNIQ MAP	FRAG LEN		FCC	READ LEN	RCC	MINLEN	MINCC	NSC	RSC		NRF	PBC1	PBC2		RESCUE-RATIO (Np' / Nt) (DISTINCT READS)	SELF CONS. RATIO (Ns1/Ns2) (DISTINCT READS)	OPTIMAL PEAKS (DISTINCT READS) max(Np, Nt)		SELF CONS. 2% IDR PEAKS (Ns) (DISTINCT READS)	ORIG. REP. IDR PEAKS (DISTINCT READS)	MIN SELF CONS. 2% IDR PEAKS OVER ALL REPS	MAX SELF CONS. 2% IDR PEAKS OVER ALL REPS	MAX. ORIG. REP. 2% IDR PEAKS (Nt) (DISTINCT READS)	MAXIMAL RELAXED PEAK OVERLAP BETWEEN REPS. (DISTINCT READS)	POOLED CONS. 2% IDR PEAKS (Np) (DISTINCT READS)	POOLED CONS. 1% IDR PEAKS (Np') (DISTINCT READS)	MAXIMAL RELAXED PEAK OVERLAP BETWEEN POOLED PSEUDOREPS. (DISTINCT READS)	TOTAL RELAXED PEAKS PER REP. (DISTINCT READS)	NPEAKS ON POOLED DATA USING DEFAULT MACS P-VALUE 1e-5 (DISTINCT READS)	TOTAL RELAXED PEAKS ON POOLED DATA (DISTINCT READS)
290	1	wgEncodeHaibTfbsH1hescEgr1V0416102AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	EGR1	Egr-1	ENSG00000120738	None	v041610.2	1	2		20752997	19078168	110		0.220079233853829	35	0.2165974	1480	0.2083632	1.056229	1.422854		0.919297	0.924521	13.279931		1.01967166713841	2.81017699115044	8793		2260	7066	2260	6351	7066		8793	7205				
291	1	wgEncodeHaibTfbsH1hescEgr1V0416102AlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	EGR1	Egr-1	ENSG00000120738	None	v041610.2	2	2		19660520	18465082	125		0.219662186527354	35	0.2161859	1500	0.2017534	1.088766	1.240862		0.939196	0.946228	19.030341		1.01967166713841	2.81017699115044	8793		6351	7066	2260	6351	7066		8793	7205				
292	1	wgEncodeHaibTfbsH1hescFosl1sc183V0416102AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	FOSL1	FOSL1_(SC-183)	ENSG00000175592	None	v041610.2	1	2		12302936	8806983	115		0.122672209543069	35	0.1223241	1490	0.1100047	1.115154	1.028254		0.715844	0.709549	3.190903		1.28154050464807	1.02422907488987	1172		454	753	454	465	753		1172	965				
293	1	wgEncodeHaibTfbsH1hescFosl1sc183V0416102AlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	FOSL1	FOSL1_(SC-183)	ENSG00000175592	None	v041610.2	2	2		15946311	12405257	135		0.154334622377071	35	0.1534057	1495	0.1462551	1.055243	1.12991		0.777939	0.768257	4.039382		1.28154050464807	1.02422907488987	1172		465	753	454	465	753		1172	965				
294	1	wgEncodeHaibTfbsH1hescGabpPcr1xAlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	GABPB1	GABP	ENSG00000104064	None	PCR1x	1	2		23411403	22733175	115		0.270230925069676	35	0.2635634	1490	0.2399609	1.126146	1.282494		0.97103	0.977212	47.784032		1.28298660587062	4.01003861003861	5667		5193	3509	1295	5193	3509		5667	4502				
295	1	wgEncodeHaibTfbsH1hescGabpPcr1xAlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	GABPB1	GABP	ENSG00000104064	None	PCR1x	2	2		11480863	8947553	140		0.123921062411779	35	0.120912	1495	0.1117915	1.108501	1.32992		0.779345	0.772353	4.216548		1.28298660587062	4.01003861003861	5667		1295	3509	1295	5193	3509		5667	4502				
296	1	wgEncodeHaibTfbsH1hescHdac2sc6296V0416102AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	HDAC2	HDAC2_(SC-6296)	ENSG00000196591	None	v041610.2	1	2		21062233	17644022	105		0.21310295625638	35	0.2064682	1480	0.1954771	1.090168	1.603646		0.837709	0.838171	5.997386		1.0334695963209	4.45	5659		660	3914	660	2937	3914		5659	4045				
297	1	wgEncodeHaibTfbsH1hescHdac2sc6296V0416102AlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	HDAC2	HDAC2_(SC-6296)	ENSG00000196591	None	v041610.2	2	2		23290523	17893783	120		0.221753356648065	35	0.2098332	1500	0.1973851	1.123455	1.957593		0.768286	0.759729	3.934615		1.0334695963209	4.45	5659		2937	3914	660	2937	3914		5659	4045				
298	1	wgEncodeHaibTfbsH1hescJundV0416102AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	JUND	JunD	ENSG00000130522	None	v041610.2	1	2		19972940	17183000	115		0.206877513470132	35	0.2024753	1495	0.1911068	1.082523	1.387231		0.860314	0.863841	7.155938		1.13540245566166	1.93891585760518	8501		2472	5864	2472	4793	5864		8501	6658				
299	1	wgEncodeHaibTfbsH1hescJundV0416102AlnRep2		0	0	1	0		HudsonAlpha	Myers	H1-hESC	JUND	JunD	ENSG00000130522	None	v041610.2	2	2		35341577	15370829	90		0.227108889744925	40	0.207992	1500	0.1771426	1.282068	1.619688		0.434922	0.389038	1.442206		1.13540245566166	1.93891585760518	8501		4793	5864	2472	4793	5864		8501	6658				
300	1	wgEncodeHaibTfbsH1hescNanogsc33759V0416102AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	NANOG	NANOG_(SC-33759)	ENSG00000111704	None	v041610.2	1	2		11658561	10742804	110		0.146004344980544	35	0.1436315	1490	0.1292033	1.130035	1.164457		0.921452	0.930263	14.526995		1.13020068526676	1.28819277108434	5531		2075	4086	2075	2673	4086		5531	4618				
301	1	wgEncodeHaibTfbsH1hescNanogsc33759V0416102AlnRep2		0	0	1	0		HudsonAlpha	Myers	H1-hESC	NANOG	NANOG_(SC-33759)	ENSG00000111704	None	v041610.2	2	2		25983594	7414626	120		0.137255225681523	35	0.1187137	1495	0.09593475	1.430714	1.813979		0.285358	0.218862	1.113122		1.13020068526676	1.28819277108434	5531		2673	4086	2075	2673	4086		5531	4618				
302	1	wgEncodeHaibTfbsH1hescNrsfV0416102AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	REST	NRSF	ENSG00000084093	None	v041610.2	1	2		15153099	12350730	110		0.290498196988713	40	0.2420203	1500	0.1294864	2.243465	1.430785		0.815063	0.916048	17.21433		1.01967948185668	1.12028791021105	13375		8197	12280	8197	9183	12280		13375	12043				
303	1	wgEncodeHaibTfbsH1hescNrsfV0416102AlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	REST	NRSF	ENSG00000084093	None	v041610.2	2	2		20842565	15757542	110		0.305224216759793	35	0.2765155	1495	0.1572781	1.940666	1.240769		0.756027	0.903584	15.546085		1.01967948185668	1.12028791021105	13375		9183	12280	8197	9183	12280		13375	12043				
304	1	wgEncodeHaibTfbsH1hescP300V0416102AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	EP300	p300	ENSG00000100393	None	v041610.2	1	2		12676775	10889324	110		0.145482515905533	35	0.1417108	1490	0.1311555	1.109237	1.357325		0.858998	0.860782	7.020537		1.0690638365278	6.65521628498728	8980		786	6313	786	5231	6313		8980	6749				
305	1	wgEncodeHaibTfbsH1hescP300V0416102AlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	EP300	p300	ENSG00000100393	None	v041610.2	2	2		19227506	18156592	120		0.218931822833045	35	0.2158691	1500	0.1987285	1.101663	1.178684		0.944303	0.950073	20.470565		1.0690638365278	6.65521628498728	8980		5231	6313	786	5231	6313		8980	6749				
306	1	wgEncodeHaibTfbsH1hescPol24h8V0416102AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	POLR2A	Pol2-4H8	ENSG00000177084	None	v041610.2	1	2		18887848	17556878	105		0.291572697845469	35	0.2845911	1500	0.2199168	1.325832	1.107951		0.929533	0.943783	19.60495		1.04961854289209	1.50373106760251	21367		13535	17171	13535	20353	17171		21367	18023				
307	1	wgEncodeHaibTfbsH1hescPol24h8V0416102AlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	POLR2A	Pol2-4H8	ENSG00000177084	None	v041610.2	2	2		22159352	18595862	85		0.349705696172685	35	0.3352775	1500	0.2186911	1.599085	1.123756		0.839188	0.918803	15.21875		1.04961854289209	1.50373106760251	21367		20353	17171	13535	20353	17171		21367	18023				
308	1	wgEncodeHaibTfbsH1hescPol2V0416102AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	POLR2A	Pol2	ENSG00000177084	None	v041610.2	1	2		22378649	17699453	190		0.265237875974478	35	0.2531733	1500	0.2006694	1.321765	1.229784		0.790908	0.818205	5.802984		1.00378274616079	1.00238122894645	20330		17259	17779	17218	17259	17779		20330	17712				
309	1	wgEncodeHaibTfbsH1hescPol2V0416102AlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	POLR2A	Pol2	ENSG00000177084	None	v041610.2	2	2		20945779	18323849	110		0.307266035278715	35	0.3097866	1495	0.2073892	1.481592	0.9753845		0.874823	0.939319	21.219185		1.00378274616079	1.00238122894645	20330		17218	17779	17218	17259	17779		20330	17712				
310	1	wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	POU5F1	POU5F1_(SC-9081)	ENSG00000204531	None	v041610.2	1	2		12736517	9957307	140		0.141202239085654	35	0.1339087	1490	0.1218883	1.158457	1.606765		0.781792	0.781164	4.345839		1.1387399463807	1.68095238095238	4064		2118	2984	1260	2118	2984		4064	3398				
311	1	wgEncodeHaibTfbsH1hescPou5f1sc9081V0416102AlnRep2		0	0	1	0		HudsonAlpha	Myers	H1-hESC	POU5F1	POU5F1_(SC-9081)	ENSG00000204531	None	v041610.2	2	2		24135512	16028249	130		0.205248375093073	35	0.1895221	1495	0.180937	1.134364	2.831812		0.664094	0.64327	2.534716		1.1387399463807	1.68095238095238	4064		1260	2984	1260	2118	2984		4064	3398				
312	1	wgEncodeHaibTfbsH1hescRad21V0416102AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	RAD21	Rad21	ENSG00000164754	None	v041610.2	1	2		15562546	13301215	125		0.464301879537553	40	0.2601284	1495	0.1123715	4.131846	2.38182		0.854694	0.885777	10.956286		1.02835823053897	1.42686227033186	75728		49147	69151	49147	70126	69151		75728	71112				
313	1	wgEncodeHaibTfbsH1hescRad21V0416102AlnRep2		0	0	1	0		HudsonAlpha	Myers	H1-hESC	RAD21	Rad21	ENSG00000164754	None	v041610.2	2	2		45443298	27229942	125		0.517973031848568	40	0.3580903	1495	0.2031157	2.550138	2.031671		0.599207	0.637876	2.847101		1.02835823053897	1.42686227033186	75728		70126	69151	49147	70126	69151		75728	71112				
314	0	wgEncodeHaibTfbsH1hescRxraV0416102AlnRep1		1	0	1	0		HudsonAlpha	Myers	H1-hESC	RXRA	RXRA	ENSG00000186350	None	v041610.2	1	2		25361060	12114167	125		0.149893129856588	35	0.1525237	1490	0.1433318	1.045777	0.7138177		0.477668	0	0		1.06086142322097	1.12121212121212	1358		407	1133	363	407	1133		1358	1068				
315	0	wgEncodeHaibTfbsH1hescRxraV0416102AlnRep2		0	0	1	0		HudsonAlpha	Myers	H1-hESC	RXRA	RXRA	ENSG00000186350	None	v041610.2	2	2		9604339	5661057	120		0.100539914545982	35	0.08625924	1500	0.07482983	1.343581	2.249466		0.589427	0.566748	2.11741		1.06086142322097	1.12121212121212	1358		363	1133	363	407	1133		1358	1068				
316	1	wgEncodeHaibTfbsH1hescSin3ak20Pcr1xAlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	SIN3A	Sin3Ak-20	ENSG00000169375	None	PCR1x	1	2		12069373	11277477	110		0.16264965681982	35	0.160651	1495	0.1377166	1.181046	1.087145		0.934388	0.939809	16.861944		1.11721014492754	1.80213523131673	9031		2532	5520	1405	2532	5520		9031	6167				
317	1	wgEncodeHaibTfbsH1hescSin3ak20Pcr1xAlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	SIN3A	Sin3Ak-20	ENSG00000169375	None	PCR1x	2	2		14868119	13186817	100		0.173739284436896	35	0.1680461	1490	0.1545013	1.124517	1.420326		0.886919	0.892864	9.312317		1.11721014492754	1.80213523131673	9031		1405	5520	1405	2532	5520		9031	6167				
318	1	wgEncodeHaibTfbsH1hescSix5Pcr1xAlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	SIX5	SIX5	ENSG00000177045	None	PCR1x	1	2		12532406	11288314	125		0.16030476407621	35	0.1520308	1500	0.1331695	1.203765	1.438674		0.90073	0.904364	10.437732		1.08125819134993	1.35647279549719	3482		2892	3052	2132	2892	3052		3482	3300				
319	1	wgEncodeHaibTfbsH1hescSix5Pcr1xAlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	SIX5	SIX5	ENSG00000177045	None	PCR1x	2	2		15005865	12519378	135		0.166076579919639	35	0.1578784	1500	0.1472657	1.127734	1.772495		0.834299	0.834895	5.910924		1.08125819134993	1.35647279549719	3482		2132	3052	2132	2892	3052		3482	3300				
320	1	wgEncodeHaibTfbsH1hescSp1Pcr1xAlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	SP1	SP1	ENSG00000185591	None	PCR1x	1	2		14486181	13858785	140		0.199205112894209	35	0.1872436	1500	0.1581557	1.25955	1.411222		0.95669	0.961444	27.047945		1.05373442336693	1.43614280456386	15163		7804	13276	5434	7804	13276		15163	12599				
321	1	wgEncodeHaibTfbsH1hescSp1Pcr1xAlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	SP1	SP1	ENSG00000185591	None	PCR1x	2	2		13893771	12989537	125		0.1863829383153	35	0.1780903	1500	0.1506126	1.237499	1.301795		0.934918	0.945618	19.147298		1.05373442336693	1.43614280456386	15163		5434	13276	5434	7804	13276		15163	12599				
322	1	wgEncodeHaibTfbsH1hescSp2V0422111AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	SP2	SP2_(SC-643)	ENSG00000167182	None	v042211.1	1	2		29186268	24292110	125		0.265593372587821	35	0.2634815	1480	0.2481683	1.070215	1.137911		0.832313	0.839628	6.223062		1.15377222489188	1.89006342494715	2529		2682	2081	1419	2682	2081		2529	2401				
323	0	wgEncodeHaibTfbsH1hescSp2V0422111AlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	SP2	SP2_(SC-643)	ENSG00000167182	None	v042211.1	2	2		27575363	24055175	90		0.257794518313263	35	0.2588233	1440	0.2481919	1.03869	0.9032301		0.872343	0.894535	9.549318		1.15377222489188	1.89006342494715	2529		1419	2081	1419	2682	2081		2529	2401				
324	0	wgEncodeHaibTfbsH1hescSp4v20V0422111AlnRep1		1	0	0	0		HudsonAlpha	Myers	H1-hESC	SP4	SP4_(V-20)	ENSG00000105866	None	v042211.1	1	2		24511700	22087713	90		0.242079074583679	35	0.2463282	1495	0.2341882	1.033695	0.6499918		0.901109	0.92111	13.380862		1.40493218249075	1.84326018808777	5794		2233	5697	2233	4116	5697		5794	4055				
325	1	wgEncodeHaibTfbsH1hescSp4v20V0422111AlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	SP4	SP4_(V-20)	ENSG00000105866	None	v042211.1	2	2		23565769	21680696	140		0.247228782079102	35	0.2481085	1500	0.2330515	1.060833	0.9415727		0.920008	0.935877	16.007394		1.40493218249075	1.84326018808777	5794		4116	5697	2233	4116	5697		5794	4055				
326	1	wgEncodeHaibTfbsH1hescSrfPcr1xAlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	SRF	SRF	ENSG00000112658	None	PCR1x	1	2		20534013	16324027	120		0.212446083059689	35	0.1946903	1500	0.1825556	1.163734	2.463224		0.794975	0.794199	4.653663		1.09892215568862	1.47926829268293	5163		3639	4175	2460	3639	4175		5163	4588				
327	1	wgEncodeHaibTfbsH1hescSrfPcr1xAlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	SRF	SRF	ENSG00000112658	None	PCR1x	2	2		14872037	10465081	130		0.159029920099741	35	0.1403721	1500	0.1256256	1.265904	2.265239		0.703675	0.689199	2.969486		1.09892215568862	1.47926829268293	5163		2460	4175	2460	3639	4175		5163	4588				
328	1	wgEncodeHaibTfbsH1hescTaf1V0416102AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	TAF1	TAF1	ENSG00000147133	None	v041610.2	1	2		15114151	13511522	130		0.280900039748336	35	0.257277	1500	0.1498283	1.874813	1.219854		0.893965	0.908929	11.768508		1.09247323574394	1.35230234578627	20636		15565	20001	11510	15565	20001		20636	18308				
329	1	wgEncodeHaibTfbsH1hescTaf1V0416102AlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	TAF1	TAF1	ENSG00000147133	None	v041610.2	2	2		14348837	12530452	100		0.232973292240473	35	0.2196514	1495	0.1432462	1.626384	1.174358		0.873273	0.889281	9.285159		1.09247323574394	1.35230234578627	20636		11510	20001	11510	15565	20001		20636	18308				
330	1	wgEncodeHaibTfbsH1hescTaf7sc101167V0416102AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	TAF7	TAF7_(SC-101167)	ENSG00000178913	None	v041610.2	1	2		13093177	12453916	120		0.160797463856159	35	0.1621655	1500	0.1472191	1.092232	0.9084734		0.951176	0.957464	24.225952		1.01436646255299	3.44739929605006	10502		2557	8614	2557	8815	8614		10502	8492				
331	1	wgEncodeHaibTfbsH1hescTaf7sc101167V0416102AlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	TAF7	TAF7_(SC-101167)	ENSG00000178913	None	v041610.2	2	2		49999363	36835981	110		0.361444172692613	35	0.3523756	1500	0.3340553	1.081989	1.495003		0.736729	0.734102	3.576281		1.01436646255299	3.44739929605006	10502		8815	8614	2557	8815	8614		10502	8492				
332	1	wgEncodeHaibTfbsH1hescTcf12Pcr1xAlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	TCF12	TCF12	ENSG00000140262	None	PCR1x	1	2		11758756	10881435	125		0.147548814139311	35	0.1447556	1495	0.1308438	1.127671	1.20078		0.92539	0.927282	13.671981		1.05936073059361	1.38387613454351	7890		1873	6496	1873	2592	6496		7890	6132				
333	1	wgEncodeHaibTfbsH1hescTcf12Pcr1xAlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	TCF12	TCF12	ENSG00000140262	None	PCR1x	2	2		12551613	10226376	105		0.160646821558689	35	0.147643	1500	0.1247283	1.287974	1.567489		0.814746	0.81153	5.126671		1.05936073059361	1.38387613454351	7890		2592	6496	1873	2592	6496		7890	6132				
334	1	wgEncodeHaibTfbsH1hescTead4sc101184V0422111AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	TEAD4	TEAD4_(SC-101184)	ENSG00000197905	None	v042211.1	1	2		15493771	14956772	100		0.215530671828339	40	0.2034878	1490	0.1671416	1.289509	1.331339		0.965341	0.97172	39.145098		1.01252425471865	1.13939452002299	19934		11893	17220	10438	11893	17220		19934	17007				
335	1	wgEncodeHaibTfbsH1hescTead4sc101184V0422111AlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	TEAD4	TEAD4_(SC-101184)	ENSG00000197905	None	v042211.1	2	2		22760266	22263500	90		0.263433359857355	55	0.2603165	1500	0.232252	1.134256	1.111062		0.978174	0.983267	66.663478		1.01252425471865	1.13939452002299	19934		10438	17220	10438	11893	17220		19934	17007				
336	1	wgEncodeHaibTfbsH1hescUsf1Pcr1xAlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	USF1	USF-1	ENSG00000158773	None	PCR1x	1	2		13056490	11768232	115		0.24004472741794	40	0.188421	1500	0.1285106	1.867898	1.861684		0.901332	0.918309	13.409506		1.08984644582471	1.24883397430652	26102		12221	25267	12221	15262	25267		26102	23184				
337	1	wgEncodeHaibTfbsH1hescUsf1Pcr1xAlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	USF1	USF-1	ENSG00000158773	None	PCR1x	2	2		14229340	13135502	135		0.266104683592231	40	0.1999135	1495	0.1397564	1.904061	2.100305		0.923128	0.947157	23.388097		1.08984644582471	1.24883397430652	26102		15262	25267	12221	15262	25267		26102	23184				
338	1	wgEncodeHaibTfbsH1hescYy1sc281V0416102AlnRep1		0	0	0	0		HudsonAlpha	Myers	H1-hESC	YY1	YY1_(SC-281)	ENSG00000100811	None	v041610.2	1	2		24530272	21278220	115		0.293687076581713	40	0.2702503	1500	0.2170503	1.353083	1.44054		0.867427	0.878915	8.402681		1.02070255108855	1.60138378988986	18380		11341	15284	7082	11341	15284		18380	14974				
339	1	wgEncodeHaibTfbsH1hescYy1sc281V0416102AlnRep2		0	0	0	0		HudsonAlpha	Myers	H1-hESC	YY1	YY1_(SC-281)	ENSG00000100811	None	v041610.2	2	2		12525346	10920035	155		0.204213828321716	40	0.177961	1495	0.1304634	1.565296	1.55272		0.871835	0.879528	8.385189		1.02070255108855	1.60138378988986	18380		7082	15284	7082	11341	15284		18380	14974				
340	1	wgEncodeHaibTfbsHct116Pol24h8V0416101AlnRep1		0	0	0	0		HudsonAlpha	Myers	HCT-116	POLR2A	Pol2-4H8	ENSG00000177084	None	v041610.1	1	2		16715338	12650419	125		0.305145636114472	40	0.2736427	1500	0.1642715	1.857569	1.288037		0.756815	0.757285	4.020225		1.00106512477176	1.23772073007865	29193		20217	26316	20217	25023	26316		29193	26288				
341	1	wgEncodeHaibTfbsHct116Pol24h8V0416101AlnRep2		0	0	0	0		HudsonAlpha	Myers	HCT-116	POLR2A	Pol2-4H8	ENSG00000177084	None	v041610.1	2	2		24709057	21717556	110		0.371695176578251	40	0.3511639	1500	0.2469578	1.505096	1.197026		0.878931	0.886109	9.004888		1.00106512477176	1.23772073007865	29193		25023	26316	20217	25023	26316		29193	26288				
342	0	wgEncodeHaibTfbsHct116Yy1sc281V0416101AlnRep1		0	1	1	0		HudsonAlpha	Myers	HCT-116	YY1	YY1_(SC-281)	ENSG00000100811	None	v041610.1	1	2		7802952	4793822	100		0.116615680676597	40	0.0904906	1465	0.06604016	1.76583	2.068492		0.61436	0.605093	2.309488		1.81240740740741	3.57969543147208	12812		1970	5400	1970	7052	5400		12812	9787				
343	1	wgEncodeHaibTfbsHct116Yy1sc281V0416101AlnRep2		0	0	0	0		HudsonAlpha	Myers	HCT-116	YY1	YY1_(SC-281)	ENSG00000100811	None	v041610.1	2	2		17251387	11968736	105		0.242453897548155	40	0.2103249	1500	0.1401908	1.729457	1.458107		0.693784	0.695817	3.110585		1.81240740740741	3.57969543147208	12812		7052	5400	1970	7052	5400		12812	9787				
344	1	wgEncodeHaibTfbsHct116Zbtb33V0416101AlnRep1		0	0	0	0		HudsonAlpha	Myers	HCT-116	ZBTB33	ZBTB33	ENSG00000177485	None	v041610.1	1	2		22879050	20540125	135		0.239424992709775	35	0.2355756	1500	0.2229368	1.073959	1.304569		0.89777	0.9039	10.403838		1.93764568764569	2966	4395		2966	1716	1	2966	1716		4395	3325				
345	1	wgEncodeHaibTfbsHct116Zbtb33V0416101AlnRep2		0	1	1	0		HudsonAlpha	Myers	HCT-116	ZBTB33	ZBTB33	ENSG00000177485	None	v041610.1	2	2		7523026	4318104	110		0.091989440253436	35	0.07088849	1460	0.06129827	1.500686	3.200256		0.573985	0.57314	2.123191		1.93764568764569	2966	4395		1	1716	1	2966	1716		4395	3325				
346	1	wgEncodeHaibTfbsHelas3GabpPcr1xAlnRep1		0	0	0	0		HudsonAlpha	Myers	HeLa-S3	GABPB1	GABP	ENSG00000104064	None	PCR1x	1	2		17204091	16041180	85		0.219374059611369	35	0.2197108	1500	0.178949	1.225903	0.9917378		0.932405	0.951935	22.941093		1.04437194127243	1.35486827033219	6830		4365	6402	4365	5914	6402		6830	6130				
347	1	wgEncodeHaibTfbsHelas3GabpPcr1xAlnRep2		0	0	0	0		HudsonAlpha	Myers	HeLa-S3	GABPB1	GABP	ENSG00000104064	None	PCR1x	2	2		21251142	20010947	115		0.263162117430974	35	0.2563162	1470	0.2102804	1.251482	1.148708		0.941641	0.966944	38.089149		1.04437194127243	1.35486827033219	6830		5914	6402	4365	5914	6402		6830	6130				
348	1	wgEncodeHaibTfbsHelas3NrsfPcr1xAlnRep1		0	0	0	0		HudsonAlpha	Myers	HeLa-S3	REST	NRSF	ENSG00000084093	None	PCR1x	1	2		12552411	10092088	100		0.275525447629197	40	0.2221322	1495	0.1110612	2.480844	1.480713		0.803996	0.89374	11.601151		1.42477049945542	1.05255813953488	10294		6789	6427	6450	6789	6427		10294	9157				
349	1	wgEncodeHaibTfbsHelas3NrsfPcr1xAlnRep2		0	0	0	0		HudsonAlpha	Myers	HeLa-S3	REST	NRSF	ENSG00000084093	None	PCR1x	2	2		14669757	12499660	125		0.240655661018761	40	0.2012253	1490	0.1389101	1.732457	1.632756		0.85207	0.887585	9.690597		1.42477049945542	1.05255813953488	10294		6450	6427	6450	6789	6427		10294	9157				
350	1	wgEncodeHaibTfbsHelas3Pol2Pcr1xAlnRep1		0	0	0	0		HudsonAlpha	Myers	HeLa-S3	POLR2A	Pol2	ENSG00000177084	None	PCR1x	1	2		23684629	21569971	120		0.370676015785755	40	0.3513373	1495	0.248399	1.492261	1.187867		0.910716	0.936256	18.351788		1.06301677021535	1.33099243290326	25366		18369	21407	18369	24449	21407		25366	22756				
351	1	wgEncodeHaibTfbsHelas3Pol2Pcr1xAlnRep2		0	0	0	0		HudsonAlpha	Myers	HeLa-S3	POLR2A	Pol2	ENSG00000177084	None	PCR1x	2	2		27338748	23494455	100		0.474581631333608	40	0.4457483	1500	0.2487006	1.908245	1.146327		0.859383	0.905747	13.656594		1.06301677021535	1.33099243290326	25366		24449	21407	18369	24449	21407		25366	22756				
352	1	wgEncodeHaibTfbsHelas3Taf1Pcr1xAlnRep1		0	0	0	0		HudsonAlpha	Myers	HeLa-S3	TAF1	TAF1	ENSG00000147133	None	PCR1x	1	2		21759544	17865695	110		0.220734193884017	35	0.2186994	1495	0.1979266	1.115232	1.097955		0.821051	0.832876	5.913744		1.07434402332362	1.99518211601465	16194		5189	13034	5189	10353	13034		16194	14003				
353	1	wgEncodeHaibTfbsHelas3Taf1Pcr1xAlnRep2		0	0	0	0		HudsonAlpha	Myers	HeLa-S3	TAF1	TAF1	ENSG00000147133	None	PCR1x	2	2		12901231	11973903	110		0.203846207828958	35	0.194448	1495	0.1421997	1.433521	1.179876		0.928121	0.941039	18.009583		1.07434402332362	1.99518211601465	16194		10353	13034	5189	10353	13034		16194	14003				
354	1	wgEncodeHaibTfbsHepg2Atf3V0416101AlnRep1		0	0	0	0		HudsonAlpha	Myers	HepG2	ATF3	ATF3	ENSG00000162772	None	v041610.1	1	2		18808939	14974906	100		0.20074043840871	35	0.1929344	1480	0.1795224	1.118192	1.582017		0.796159	0.791198	4.576669		1.05595153243051	1.4087418783225	3293		2385	2806	1693	2385	2806		3293	2963				
355	1	wgEncodeHaibTfbsHepg2Atf3V0416101AlnRep2		0	0	0	0		HudsonAlpha	Myers	HepG2	ATF3	ATF3	ENSG00000162772	None	v041610.1	2	2		23811876	21673117	145		0.24789471248717	35	0.2433913	1500	0.2370826	1.045605	1.713849		0.910181	0.911999	11.212227		1.05595153243051	1.4087418783225	3293		1693	2806	1693	2385	2806		3293	2963				
