#Assay	Cell	Target	Treatment	Identifier	N_uniq map reads	MACS FDR 0.01	Self Cons IDR 0.02	Rep Cons IDR 0.01	SPOT	PBC	NSC	RSC	Under seq	Diff rep	Manual low S/N	Auto low S/N	Revoke flag
TF-ChIP-seq	K562	STAT1	IFNa6h	wgEncodeSydhTfbsK562Stat1Ifna6hStdAlnRep1	9854466	165	963	446	0.0094	0.96	1.09	0.68	0	0	1	0	
TF-ChIP-seq	K562	STAT1	IFNa6h	wgEncodeSydhTfbsK562Stat1Ifna6hStdAlnRep2	7881647	33	604	446	0.0048	0.98	1.08	0.71	1	0	1	1	
TF-ChIP-seq	K562	STAT2	IFNa6h	wgEncodeSydhTfbsK562Stat2Ifna6hStdAlnRep1	5678403	243	1285	1280	0.0143	0.95	1.24	0.94	1	0	1	0	
TF-ChIP-seq	K562	STAT2	IFNa6h	wgEncodeSydhTfbsK562Stat2Ifna6hStdAlnRep2	9160881	374	1598	1280	0.0159	0.98	1.14	1.07	0	0	0	0	
TF-ChIP-seq	K562	CJUN	IFNg30	wgEncodeSydhTfbsK562CjunIfng30StdAlnRep1	9526785	8416	6864	5509	0.0341	0.93	1.16	1.07	0	0	0	0	
TF-ChIP-seq	K562	CJUN	IFNg30	wgEncodeSydhTfbsK562CjunIfng30StdAlnRep2	8320617	6457	7110	5509	0.0359	0.89	1.17	1.01	0	0	0	0	
TF-ChIP-seq	K562	CMYC	IFNg30	wgEncodeSydhTfbsK562CmycIfng30StdAlnRep1	11602295	0	10856	10021	0.0614	0.96	1.22	1.2	0	0	0	0	
TF-ChIP-seq	K562	CMYC	IFNg30	wgEncodeSydhTfbsK562CmycIfng30StdAlnRep2	16666556	7866	25648	10021	0.2746	0.94	1.75	1.3	0	0	0	0	
TF-ChIP-seq	K562	POL2	IFNg30	wgEncodeSydhTfbsK562Pol2Ifng30StdAlnRep1	8332842	18006	13600	14711	0.1981	0.97	1.56	1.16	0	0	0	0	
TF-ChIP-seq	K562	POL2	IFNg30	wgEncodeSydhTfbsK562Pol2Ifng30StdAlnRep2	15317450	17786	19665	14711	0.2914	0.95	1.86	1.12	0	0	0	0	
TF-ChIP-seq	K562	STAT1	IFNg30	wgEncodeSydhTfbsK562Stat1Ifng30StdAlnRep1	12561115	251	2276	803	0.0153	0.98	1.11	0.94	0	0	0	0	
TF-ChIP-seq	K562	STAT1	IFNg30	wgEncodeSydhTfbsK562Stat1Ifng30StdAlnRep2	6735562	3	831	803	0.0069	0.99	1.07	0.52	1	0	1	1	
TF-ChIP-seq	K562	CJUN	IFNg6h	wgEncodeSydhTfbsK562CjunIfng6hStdAlnRep1	9456467	8	2618	3521	0.0112	0.97	1.05	0.52	0	1	1	1	
TF-ChIP-seq	K562	CJUN	IFNg6h	wgEncodeSydhTfbsK562CjunIfng6hStdAlnRep2	7864186	3815	6963	3521	0.0361	0.93	1.16	1.07	1	0	0	0	
TF-ChIP-seq	K562	CMYC	IFNg6h	wgEncodeSydhTfbsK562CmycIfng6hStdAlnRep1	7898781	9332	5516	7848	0.0441	0.99	1.13	0.79	1	0	0	0	
TF-ChIP-seq	K562	CMYC	IFNg6h	wgEncodeSydhTfbsK562CmycIfng6hStdAlnRep2	11126163	28218	18198	7848	0.1885	0.95	1.52	1.31	0	0	0	0	
TF-ChIP-seq	K562	IRF1	IFNg6h	wgEncodeSydhTfbsK562Irf1Ifng6hStdAlnRep1	11841650	6	8974	9284	0.0772	0.96	1.30	1.34	0	0	0	0	
TF-ChIP-seq	K562	IRF1	IFNg6h	wgEncodeSydhTfbsK562Irf1Ifng6hStdAlnRep2	8107450	5956	8836	9284	0.0834	0.97	1.35	1.34	0	0	0	0	
TF-ChIP-seq	K562	POL2	IFNg6h	wgEncodeSydhTfbsK562Pol2Ifng6hStdAlnRep1	6759691	20961	16253	16428	0.3462	0.96	2.28	1.21	1	0	0	0	
TF-ChIP-seq	K562	POL2	IFNg6h	wgEncodeSydhTfbsK562Pol2Ifng6hStdAlnRep2	9712204	19749	17012	16428	0.3188	0.96	1.78	1.22	0	0	0	0	
TF-ChIP-seq	K562	STAT1	IFNg6h	wgEncodeSydhTfbsK562Stat1Ifng6hStdAlnRep1	6374525	91	1315	1678	0.0115	0.99	1.12	0.94	1	1	0	0	
TF-ChIP-seq	K562	STAT1	IFNg6h	wgEncodeSydhTfbsK562Stat1Ifng6hStdAlnRep2	8545986	3	1998	1678	0.0168	0.99	1.12	0.99	0	0	0	0	
TF-ChIP-seq	K562	ATF3	None	wgEncodeSydhTfbsK562Atf3StdAlnRep1	7499211	19	1265	1341	0.0097	0.95	1.07	0.5	1	0	1	1	
TF-ChIP-seq	K562	ATF3	None	wgEncodeSydhTfbsK562Atf3StdAlnRep2	12082690	8	1195	1341	0.0071	0.94	1.05	0.62	0	0	1	1	
TF-ChIP-seq	K562	BCL3	None	wgEncodeHaibTfbsK562Bcl3Pcr1xAlnRep1	12439830	826	1863	754	0.0178	0.85	1.10	1.82	0	0	0	0	
TF-ChIP-seq	K562	BCL3	None	wgEncodeHaibTfbsK562Bcl3Pcr1xAlnRep2	15735552	1588	6572	754	0.0317	0.69	1.15	2.35	0	0	0	0	
TF-ChIP-seq	K562	BCLAF1	None	wgEncodeHaibTfbsK562Bclaf1m33Pcr1xAlnRep1	13272628	1567	2931	1417	0.0246	0.92	1.09	1.41	0	0	0	0	
TF-ChIP-seq	K562	BCLAF1	None	wgEncodeHaibTfbsK562Bclaf1m33Pcr1xAlnRep2	13897051	1987	3641	1417	0.0301	0.83	1.12	1.94	0	0	0	0	
TF-ChIP-seq	K562	BDP1	None	wgEncodeSydhTfbsK562Bdp1StdAlnRep1	9543767	241	5561	595	0.0138	0.93	1.10	0.88	0	0	1	0	
TF-ChIP-seq	K562	BDP1	None	wgEncodeSydhTfbsK562Bdp1StdAlnRep2	10223925	50	12066	434	0.0177	0.9	1.07	0.68	0	0	1	1	
TF-ChIP-seq	K562	BDP1	None	wgEncodeSydhTfbsK562Bdp1StdAlnRep3	10022488	9	6601	595	0.0155	0.91	1.11	1	0	0	1	0	
TF-ChIP-seq	K562	BRF1	None	wgEncodeSydhTfbsK562Brf1StdAlnRep1	5837508	10	2987	1204	0.0060	0.93	1.04	0.36	1	0	1	1	
TF-ChIP-seq	K562	BRF1	None	wgEncodeSydhTfbsK562Brf1StdAlnRep2	4900256	7	692	1204	0.0042	0.95	1.05	0.31	1	0	1	1	
TF-ChIP-seq	K562	BRF1	None	wgEncodeSydhTfbsK562Brf1StdAlnRep3	2276671	223618	1418	334	0.0078	0.85	1.09	0.42	1	0	1	1	
TF-ChIP-seq	K562	BRF2	None	wgEncodeSydhTfbsK562Brf2StdAlnRep1	9514785	11	15206	1872	0.0169	0.94	1.04	0.49	0	0	1	1	
TF-ChIP-seq	K562	BRF2	None	wgEncodeSydhTfbsK562Brf2StdAlnRep2	9715815	1	12992	1872	0.0133	0.95	1.04	0.37	0	0	1	1	
TF-ChIP-seq	K562	BRF2	None	wgEncodeSydhTfbsK562Brf2StdAlnRep3	8283888	17	16831	834	0.0172	0.87	1.07	0.81	0	0	1	1	
TF-ChIP-seq	K562	BRG1	None	wgEncodeSydhTfbsK562Brg1IggmusAlnRep1	11366228	36660	3030	2846	0.0164	0.95	1.04	0.86	0	0	1	1	
TF-ChIP-seq	K562	BRG1	None	wgEncodeSydhTfbsK562Brg1IggmusAlnRep2	13993656	0	3048	2846	0.0147	0.91	1.02	0.54	0	0	1	1	
TF-ChIP-seq	K562	CCNT2	None	wgEncodeSydhTfbsK562Ccnt2StdAlnRep1	7847855	31838	17534	8547	0.2040	0.83	1.51	1.78	1	0	0	0	
TF-ChIP-seq	K562	CCNT2	None	wgEncodeSydhTfbsK562Ccnt2StdAlnRep2	15168031	8	14308	8547	0.0846	0.71	1.21	1.88	0	0	0	0	
TF-ChIP-seq	K562	CEBPB	None	wgEncodeSydhTfbsK562CebpbIggrabAlnRep1	20229781	67602	38918	32279	0.1894	0.95	1.88	2.04	0	0	0	0	
TF-ChIP-seq	K562	CEBPB	None	wgEncodeSydhTfbsK562CebpbIggrabAlnRep2	17226256	53640	28994	32279	0.1435	0.95	1.68	2.3	0	0	0	0	
TF-ChIP-seq	K562	CFOS	None	wgEncodeSydhTfbsK562CfosStdAlnRep1	4139429	130461	10439	10720	0.1433	0.93	3.19	2.41	1	0	0	0	
TF-ChIP-seq	K562	CFOS	None	wgEncodeSydhTfbsK562CfosStdAlnRep2	3817268	104558	6755	10720	0.0883	0.9	2.49	2.26	1	0	0	0	
TF-ChIP-seq	K562	CFOS	None	wgEncodeSydhTfbsK562CfosStdAlnRep3	4126575	92426	6650	10450	0.0652	0.96	1.81	1.95	1	1	0	0	
TF-ChIP-seq	K562	CFOS	None	wgEncodeUchicagoTfbsK562EfosControlAlnRep1	14236986	0	1164	1	0.0094	0.98	1.06	0.88	0	1	1	1	
TF-ChIP-seq	K562	CFOS	None	wgEncodeUchicagoTfbsK562EfosControlfosAlnRep2	12182801	47212	8846	10144	0.0419	0.97	1.16	1.3	0	0	0	0	
TF-ChIP-seq	K562	CFOS	None	wgEncodeUchicagoTfbsK562EfosControlfosAlnRep3	10826215	81878	16172	10144	0.1062	0.98	1.35	1.29	0	0	0	0	
TF-ChIP-seq	K562	CHD2	None	wgEncodeSydhTfbsK562Chd21250IggrabAlnRep1	17044933	22152	13941	10297	0.1318	0.97	1.29	1.43	0	0	0	0	
TF-ChIP-seq	K562	CHD2	None	wgEncodeSydhTfbsK562Chd21250IggrabAlnRep2	17148172	16127	8493	10297	0.0751	0.97	1.21	1.51	0	0	0	0	
TF-ChIP-seq	K562	CJUN	None	wgEncodeSydhTfbsK562CjunStdAlnRep1	7662981	115125	17459	13577	0.1311	0.94	1.77	1.32	1	0	0	0	
TF-ChIP-seq	K562	CJUN	None	wgEncodeSydhTfbsK562CjunStdAlnRep2	6008134	189382	8603	13577	0.0544	0.94	1.29	1.01	1	0	0	0	
TF-ChIP-seq	K562	CMYC	None	wgEncodeOpenChromChipK562CmycAlnRep1	10355462	188373	7334	8059	0.0379	0.78	1.51	2.47	1	0	0	0	
TF-ChIP-seq	K562	CMYC	None	wgEncodeOpenChromChipK562CmycAlnRep2	8459299	300000	12536	8731	0.0697	0.71	1.87	1.8	1	0	0	0	
TF-ChIP-seq	K562	CMYC	None	wgEncodeOpenChromChipK562CmycAlnRep3	9308488	136476	12965	8731	0.0693	0.67	1.47	1.72	1	0	0	0	
TF-ChIP-seq	K562	CMYC	None	wgEncodeSydhTfbsK562CmycStdAlnRep1	4096482	125582	5630	10296	0.0637	0.98	1.30	0.85	1	0	0	0	
TF-ChIP-seq	K562	CMYC	None	wgEncodeSydhTfbsK562CmycStdAlnRep2	3975561	147953	12040	10296	0.1558	0.97	1.69	1.2	1	0	0	0	
TF-ChIP-seq	K562	CTCF	None	wgEncodeBroadHistoneK562CtcfStdAlnRep1	11614567	48855	45762	40754	0.3382	0.8	2.91	4.03	0	0	0	0	
TF-ChIP-seq	K562	CTCF	None	wgEncodeBroadHistoneK562CtcfStdAlnRep2	11555904	49370	41758	40754	0.3960	0.85	2.82	3.39	0	0	0	0	
TF-ChIP-seq	K562	CTCF	None	wgEncodeOpenChromChipK562CtcfAlnRep1	5865998	69390	53644	48377	0.4492	0.93	8.07	3.98	1	0	0	0	
TF-ChIP-seq	K562	CTCF	None	wgEncodeOpenChromChipK562CtcfAlnRep2	6020577	72863	43554	49672	0.4523	0.92	8.27	3.63	1	0	0	0	
TF-ChIP-seq	K562	CTCF	None	wgEncodeOpenChromChipK562CtcfAlnRep3	11620442	69802	53433	49672	0.3773	0.92	5.95	2.01	0	0	0	0	
TF-ChIP-seq	K562	CTCF	None	wgEncodeUwTfbsK562CtcfStdAlnRep1	15683595	38345	39924	33624	0.2905	0.93	3.23	1.63	0	0	0	0	
TF-ChIP-seq	K562	CTCF	None	wgEncodeUwTfbsK562CtcfStdAlnRep2	13219988	107269	42319	33624	0.2657	0.41	2.73	2.55	0	0	0	0	
TF-ChIP-seq	K562	CTCFL	None	wgEncodeHaibTfbsK562Ctcflsc98982V0416101AlnRep1	13971134	60508	33622	7683	0.0948	0.28	1.55	1.57	0	1	0	0	
TF-ChIP-seq	K562	CTCFL	None	wgEncodeHaibTfbsK562Ctcflsc98982V0416101AlnRep2	16322699	12138	15370	7683	0.0600	0.57	1.56	2	0	0	0	0	
TF-ChIP-seq	K562	E2F6	None	wgEncodeHaibTfbsK562E2f6h50V0416102AlnRep1	13131249	266499	30056	15007	0.1339	0.45	1.55	1.46	0	1	0	0	
TF-ChIP-seq	K562	E2F6	None	wgEncodeHaibTfbsK562E2f6h50V0416102AlnRep2	18444613	17394	40589	15007	0.3753	0.66	2.63	1.41	0	0	0	0	
TF-ChIP-seq	K562	EGR1	None	wgEncodeHaibTfbsK562Egr1V0416101AlnRep1	19985927	29641	40730	22350	0.3003	0.65	2.64	1.82	0	0	0	0	
TF-ChIP-seq	K562	EGR1	None	wgEncodeHaibTfbsK562Egr1V0416101AlnRep2	28633816	13740	21928	22350	0.1414	0.88	1.51	1.6	0	0	0	0	
TF-ChIP-seq	K562	ELF1	None	wgEncodeHaibTfbsK562Elf1sc631V0416102AlnRep1	9627496	85014	43553	15547	0.3881	0.49	4.59	1.91	1	1	0	0	
TF-ChIP-seq	K562	ELF1	None	wgEncodeHaibTfbsK562Elf1sc631V0416102AlnRep2	23239469	15307	41209	15547	0.2303	0.87	1.84	1.74	0	0	0	0	
TF-ChIP-seq	K562	ETS1	None	wgEncodeHaibTfbsK562Ets1V0416101AlnRep1	14976372	5040	9339	9522	0.0696	0.88	1.12	1.39	0	0	0	0	
TF-ChIP-seq	K562	ETS1	None	wgEncodeHaibTfbsK562Ets1V0416101AlnRep2	17569111	9456	13920	9522	0.0962	0.85	1.15	1.55	0	0	0	0	
TF-ChIP-seq	K562	FOSL1	None	wgEncodeHaibTfbsK562Fosl1sc183V0416101AlnRep1	16198742	6516	13443	6780	0.0582	0.66	1.33	3.21	0	0	0	0	
TF-ChIP-seq	K562	FOSL1	None	wgEncodeHaibTfbsK562Fosl1sc183V0416101AlnRep2	20445808	4335	11031	6780	0.0420	0.63	1.20	1.89	0	0	0	0	
TF-ChIP-seq	K562	GABP	None	wgEncodeHaibTfbsK562GabpV0416101AlnRep4	17067975	15436	24062	8738	0.4392	0.41	4.56	2.21	0	0	0	0	
TF-ChIP-seq	K562	GABP	None	wgEncodeHaibTfbsK562GabpV0416101AlnRep5	10309550	15038	15785	8738	0.1904	0.79	2.98	1.83	0	1	0	0	
TF-ChIP-seq	K562	GATA2	None	wgEncodeHaibTfbsK562Gata2cg2Pcr1xAlnRep1	26631826	10623	18374	6606	0.1122	0.87	1.49	1.57	0	0	0	0	
TF-ChIP-seq	K562	GATA2	None	wgEncodeHaibTfbsK562Gata2cg2Pcr1xAlnRep2	20967071	2404	7114	6606	0.0323	0.8	1.19	1.91	0	1	0	0	
TF-ChIP-seq	K562	GATA2	None	wgEncodeUchicagoTfbsK562Egata2ControlAlnRep1	13842910	54767	19994	5256	0.1376	0.95	1.15	2.41	0	0	0	0	
TF-ChIP-seq	K562	GATA2	None	wgEncodeUchicagoTfbsK562Egata2Controlgata2AlnRep2	22058781	2113	4024	5256	0.0111	0.93	1.03	1.07	0	1	0	0	
TF-ChIP-seq	K562	GTF2B	None	wgEncodeSydhTfbsK562Gtf2bStdAlnRep1	5771868	4	2267	2320	0.0232	0.94	1.17	1.07	1	0	0	0	
TF-ChIP-seq	K562	GTF2B	None	wgEncodeSydhTfbsK562Gtf2bStdAlnRep2	7019480	1	1680	2320	0.0144	0.97	1.08	1.03	1	0	0	0	
TF-ChIP-seq	K562	GTF2F1	None	wgEncodeSydhTfbsK562Gtf2f1rapIggrabAlnRep1	19780970	6134	6963	5962	0.0240	0.95	1.04	0.66	0	0	0	1	
TF-ChIP-seq	K562	GTF2F1	None	wgEncodeSydhTfbsK562Gtf2f1rapIggrabAlnRep2	15035008	15548	5911	5962	0.0299	0.98	1.04	0.61	0	0	0	1	
TF-ChIP-seq	K562	HDAC2	None	wgEncodeHaibTfbsK562Hdac2sc6296V0416102AlnRep1	10705100	299862	38284	9065	0.1871	0.45	1.37	1.51	0	0	0	0	
TF-ChIP-seq	K562	HDAC2	None	wgEncodeHaibTfbsK562Hdac2sc6296V0416102AlnRep2	27267726	0	6316	9065	0.0274	0.82	1.09	1.83	0	1	0	0	
TF-ChIP-seq	K562	HDAC8	None	wgEncodeUchicagoTfbsK562Ehdac8ControlAlnRep1	14752342	19382	4356	784	0.0320	0.95	1.02	0.79	0	0	1	1	
TF-ChIP-seq	K562	HDAC8	None	wgEncodeUchicagoTfbsK562Ehdac8Controlhdac8AlnRep2	21444582	74	1096	784	0.0053	0.95	1.03	0.9	0	0	1	0	
TF-ChIP-seq	K562	HEY1	None	wgEncodeHaibTfbsK562Hey1Pcr1xAlnRep1	16933775	21076	25537	15916	0.2530	0.96	1.61	1.34	0	0	0	0	
TF-ChIP-seq	K562	HEY1	None	wgEncodeHaibTfbsK562Hey1Pcr1xAlnRep2	17354908	20450	23648	15916	0.2821	0.95	1.41	1.22	0	0	0	0	
TF-ChIP-seq	K562	HMGN3	None	wgEncodeSydhTfbsK562Hmgn3StdAlnRep1	6715777	73399	10279	9734	0.0988	0.82	1.19	1.31	1	0	0	0	
TF-ChIP-seq	K562	HMGN3	None	wgEncodeSydhTfbsK562Hmgn3StdAlnRep2	14281710	5	13040	9734	0.0971	0.9	1.14	1.54	0	0	0	0	
TF-ChIP-seq	K562	INI1	None	wgEncodeSydhTfbsK562Ini1IggmusAlnRep1	14327693	8930	6033	2293	0.0199	0.94	1.02	0.84	0	0	1	1	
TF-ChIP-seq	K562	INI1	None	wgEncodeSydhTfbsK562Ini1IggmusAlnRep2	15066118	0	1243	2293	0.0049	0.94	1.02	0.89	0	0	1	1	
TF-ChIP-seq	K562	JUNB	None	wgEncodeUchicagoTfbsK562EjunbControlAlnRep1	16151588	60135	26863	10938	0.1065	0.47	1.32	4.35	0	0	0	0	
TF-ChIP-seq	K562	JUNB	None	wgEncodeUchicagoTfbsK562EjunbControljunbAlnRep2	12738205	32076	17217	10938	0.0835	0.99	1.24	1.45	0	0	0	0	
TF-ChIP-seq	K562	JUND	None	wgEncodeSydhTfbsK562JundStdAlnRep1	4920422	836	1588	1646	0.0111	0.98	1.06	0.38	1	0	1	1	
TF-ChIP-seq	K562	JUND	None	wgEncodeSydhTfbsK562JundStdAlnRep2	5804815	2183	1980	1646	0.0097	0.98	1.07	0.66	1	0	1	1	
TF-ChIP-seq	K562	JUND	None	wgEncodeUchicagoTfbsK562EjundControlAlnRep1	19187409	24819	16818	8793	0.1186	0.95	1.12	1.89	0	0	0	0	
TF-ChIP-seq	K562	JUND	None	wgEncodeUchicagoTfbsK562EjundControljundAlnRep2	13535625	143	8508	1934	0.0259	0.97	1.10	1.56	0	1	0	0	
TF-ChIP-seq	K562	JUND	None	wgEncodeUchicagoTfbsK562EjundControljundAlnRep3	17564452	68678	55836	8793	0.3421	0.96	2.11	1.38	0	0	0	0	
TF-ChIP-seq	K562	MAFK	None	wgEncodeSydhTfbsK562Mafkab50322IggrabAlnRep1	28184245	15605	12787	12646	0.0483	0.97	1.12	2.06	0	0	0	0	
TF-ChIP-seq	K562	MAFK	None	wgEncodeSydhTfbsK562Mafkab50322IggrabAlnRep2	27535167	29919	23754	12646	0.0970	0.94	1.32	2.6	0	0	0	0	
TF-ChIP-seq	K562	MAX	None	wgEncodeHaibTfbsK562MaxV0416102AlnRep1	14448412	34260	44076	38841	0.3309	0.72	2.04	1.52	0	0	0	0	
TF-ChIP-seq	K562	MAX	None	wgEncodeHaibTfbsK562MaxV0416102AlnRep2	27067294	24500	61013	38841	0.4268	0.92	1.86	1.55	0	0	0	0	
TF-ChIP-seq	K562	MAX	None	wgEncodeSydhTfbsK562MaxStdAlnRep1	6012080	164348	4820	5307	0.0389	0.98	1.23	1.26	1	0	0	0	
TF-ChIP-seq	K562	MAX	None	wgEncodeSydhTfbsK562MaxStdAlnRep2	4143343	130585	2909	5307	0.0323	0.99	1.21	1.01	1	0	0	0	
TF-ChIP-seq	K562	MXI1	None	wgEncodeSydhTfbsK562Mxi1bhlhIggrabAlnRep1	18312068	10802	10476	7423	0.0387	0.96	1.05	0.83	0	0	0	1	
TF-ChIP-seq	K562	MXI1	None	wgEncodeSydhTfbsK562Mxi1bhlhIggrabAlnRep2	17702717	12395	9532	7423	0.0378	0.88	1.07	1.04	0	0	0	0	
TF-ChIP-seq	K562	NELFE	None	wgEncodeSydhTfbsK562NelfeStdAlnRep1	10547449	3	8317	1107	0.0149	0.81	1.05	0.5	0	0	1	1	
TF-ChIP-seq	K562	NELFE	None	wgEncodeSydhTfbsK562NelfeStdAlnRep2	8561635	1	3763	1107	0.0089	0.98	1.02	0.42	0	0	1	1	
TF-ChIP-seq	K562	NFE2	None	wgEncodeSydhTfbsK562Nfe2StdAlnRep1	5033068	21066	7250	5555	0.0314	0.99	1.20	1.23	1	0	0	0	
TF-ChIP-seq	K562	NFE2	None	wgEncodeSydhTfbsK562Nfe2StdAlnRep2	4785351	67115	5122	5555	0.0267	0.98	1.19	1.22	1	0	0	0	
TF-ChIP-seq	K562	NFYA	None	wgEncodeSydhTfbsK562NfyaStdAlnRep1	5733259	11612	17336	9125	0.2008	0.84	3.36	1.65	1	0	0	0	R
TF-ChIP-seq	K562	NFYA	None	wgEncodeSydhTfbsK562NfyaStdAlnRep2	10463379	2162	8215	9125	0.0685	0.79	1.44	1.28	0	0	0	0	R
TF-ChIP-seq	K562	NFYB	None	wgEncodeSydhTfbsK562NfybStdAlnRep1	5941234	4570	4067	5496	0.0364	0.83	1.25	0.9	1	1	0	0	R
TF-ChIP-seq	K562	NFYB	None	wgEncodeSydhTfbsK562NfybStdAlnRep2	7443399	40267	24919	5496	0.3956	0.67	5.14	1.53	1	0	0	0	R
TF-ChIP-seq	K562	NR4A1	None	wgEncodeUchicagoTfbsK562Enr4a1ControlAlnRep1	15494864	0	582	1	0.0052	0.98	1.02	0.77	0	0	1	1	
TF-ChIP-seq	K562	NR4A1	None	wgEncodeUchicagoTfbsK562Enr4a1Controlnr4a1AlnRep2	18878044	12519	1065	1	0.0109	0.98	1.03	0.75	0	0	1	1	
TF-ChIP-seq	K562	NRF1	None	wgEncodeSydhTfbsK562Nrf1IggrabAlnRep1	14422325	8107	4732	3803	0.0235	0.91	1.17	1.33	0	0	0	0	
TF-ChIP-seq	K562	NRF1	None	wgEncodeSydhTfbsK562Nrf1IggrabAlnRep2	13140829	6628	3317	3803	0.0136	0.9	1.08	0.98	0	0	0	0	
TF-ChIP-seq	K562	NRSF	None	wgEncodeHaibTfbsK562NrsfV0416102AlnRep1	22446497	18932	25655	12085	0.2814	0.75	1.83	2	0	0	0	0	
TF-ChIP-seq	K562	NRSF	None	wgEncodeHaibTfbsK562NrsfV0416102AlnRep2	14355807	49903	26656	12085	0.2733	0.48	3.16	2.1	0	1	0	0	
TF-ChIP-seq	K562	P300	None	wgEncodeSydhTfbsK562P300f4IggrabAlnRep1	14542029	4054	2678	2751	0.0102	0.93	1.03	0.72	0	0	0	1	
TF-ChIP-seq	K562	P300	None	wgEncodeSydhTfbsK562P300f4IggrabAlnRep2	20952594	1582	3237	2751	0.0112	0.87	1.04	0.85	0	0	0	1	
TF-ChIP-seq	K562	POL2	None	wgEncodeHaibTfbsK562Pol2V0416101AlnRep1	27031785	21666	27934	14419	0.4740	0.92	1.68	1.4	0	0	0	0	
TF-ChIP-seq	K562	POL2	None	wgEncodeHaibTfbsK562Pol2V0416101AlnRep2	24061831	22505	35176	14419	0.6197	0.88	1.97	1.4	0	0	0	0	
TF-ChIP-seq	K562	POL2	None	wgEncodeOpenChromChipK562Pol2AlnRep1	12170288	21530	21569	13400	0.2952	0.9	1.51	1.42	0	1	0	0	
TF-ChIP-seq	K562	POL2	None	wgEncodeOpenChromChipK562Pol2AlnRep2	21150418	27353	32686	13400	0.4159	0.58	1.71	1.3	0	0	0	0	
TF-ChIP-seq	K562	POL2	None	wgEncodeSydhTfbsK562Pol2IggmusAlnRep1	9208379	18492	10763	17860	0.1024	0.96	1.07	1.31	0	0	0	0	
TF-ChIP-seq	K562	POL2	None	wgEncodeSydhTfbsK562Pol2IggmusAlnRep2	9808756	15568	11515	17860	0.1036	0.96	1.08	1.5	0	0	0	0	
TF-ChIP-seq	K562	POL2	None	wgEncodeSydhTfbsK562Pol2StdAlnRep1	7655026	27469	19894	20573	0.3650	0.94	2.40	1.22	1	0	0	0	
TF-ChIP-seq	K562	POL2	None	wgEncodeSydhTfbsK562Pol2StdAlnRep2	7211263	26991	19343	20573	0.3336	0.94	2.26	1.19	1	0	0	0	
TF-ChIP-seq	K562	POL24H8	None	wgEncodeHaibTfbsK562Pol24h8Pcr1xAlnRep1	20125615	31787	27973	20801	0.2513	0.97	1.19	1.2	0	0	0	0	
TF-ChIP-seq	K562	POL24H8	None	wgEncodeHaibTfbsK562Pol24h8Pcr1xAlnRep2	19648740	29760	39902	20801	0.4657	0.96	1.27	1.46	0	0	0	0	
TF-ChIP-seq	K562	POL24H8	None	wgEncodeHaibTfbsK562Pol24h8V0416101AlnRep1	9241762	35163	24409	16470	0.3155	0.89	1.52	1.5	1	0	0	0	D
TF-ChIP-seq	K562	POL24H8	None	wgEncodeHaibTfbsK562Pol24h8V0416101AlnRep2	20986754	30151	36621	16470	0.4545	0.77	1.55	1.49	0	0	0	0	D
TF-ChIP-seq	K562	POL2B	None	wgEncodeBroadHistoneK562Pol2bStdAlnRep1	9579950	38098	15239	10932	0.1630	0.82	1.27	1.39	0	0	0	0	
TF-ChIP-seq	K562	POL2B	None	wgEncodeBroadHistoneK562Pol2bStdAlnRep2	13448788	26404	12442	10932	0.1248	0.94	1.08	0.91	0	0	0	0	
TF-ChIP-seq	K562	POL2S2	None	wgEncodeSydhTfbsK562Pol2s2StdAlnRep1	3308465	50129	4181	1833	0.0618	0.99	1.10	0.77	1	0	1	0	
TF-ChIP-seq	K562	POL2S2	None	wgEncodeSydhTfbsK562Pol2s2StdAlnRep2	3378643	269783	2786	1833	0.0416	0.98	1.07	0.54	1	0	1	1	
TF-ChIP-seq	K562	POL3	None	wgEncodeSydhTfbsK562Pol3StdAlnRep1	2434439	2	354	322	0.0153	0.96	1.05	0.11	1	0	1	1	
TF-ChIP-seq	K562	POL3	None	wgEncodeSydhTfbsK562Pol3StdAlnRep2	2301241	177	1212	322	0.0125	0.96	1.09	0.28	1	0	1	1	
TF-ChIP-seq	K562	PU1	None	wgEncodeHaibTfbsK562Pu1Pcr1xAlnRep1	18340530	57287	40724	21354	0.1659	0.91	1.88	1.68	0	0	0	0	
TF-ChIP-seq	K562	PU1	None	wgEncodeHaibTfbsK562Pu1Pcr1xAlnRep2	15732033	25666	18598	21354	0.0738	0.95	1.32	1.53	0	0	0	0	
TF-ChIP-seq	K562	RAD21	None	wgEncodeHaibTfbsK562Rad21V0416102AlnRep1	9325753	206482	56449	37067	0.2736	0.75	4.34	1.47	0	0	0	0	
TF-ChIP-seq	K562	RAD21	None	wgEncodeHaibTfbsK562Rad21V0416102AlnRep2	9547269	70536	46675	37067	0.3303	0.85	5.24	1.85	0	0	0	0	
TF-ChIP-seq	K562	RAD21	None	wgEncodeSydhTfbsK562Rad21StdAlnRep1	7596698	14689	23571	22634	0.0987	0.98	1.53	2.07	1	0	0	0	
TF-ChIP-seq	K562	RAD21	None	wgEncodeSydhTfbsK562Rad21StdAlnRep2	7219407	12908	21986	22634	0.0848	0.99	1.39	1.85	1	0	0	0	
