GCF_946900835.1_NSPWAT	347 Nitrospina watsonii 2023
GCF_900636925.1_45137_F01	Bordetella bronchiseptica (NCTC10543 2018)
GCF_001676725.1_ASM167672v1	Bordetella flabilis (AU10664 2016)
GCF_900637615.1_52191_A01	Bordetella hinzii (NCTC13199 2018)
GCF_020735985.1_ASM2073598v1	Bordetella holmesii (FDAARGOS_1539 2021)
GCF_965139205.1_CIP111920T	Bordetella muralis (2025)
GCF_020735925.1_ASM2073592v1	Bordetella parapertussis (FDAARGOS_1541 2021)
GCF_004008975.1_ASM400897v1	Bordetella pertussis (H640 2019)
GCF_000067205.1_ASM6720v1	Bordetella petrii (DSM 12804 2007)
GCF_001698185.1_ASM169818v1	Bordetella pseudohinzii (HI4681 2016)
GCF_965137885.1_CIP111201T	Bordetella sputigena (2025)
GCF_900445945.1_52067_A01	Bordetella trematum (NCTC12995 2018)
GCF_965139195.1_CIP111921T	Bordetella tumbae (2025)
GCF_965138755.1_CIP111922T	Bordetella tumulicola (2025)
GCF_001936255.1_ASM193625v1	Borrelia anserina (Es UTHSCSA 2017)
GCF_023035295.1_ASM2303529v1	Borrelia coriaceae (Co53 2022)
GCF_000825665.2_Borrelia_crocidurae_str._03-02	Borrelia crocidurae (03-02 2014)
GCF_000019685.1_ASM1968v1	Borrelia duttonii (Ly 2008)
GCF_020422925.2_ASM2042292v2	Borrelia hermsii (ML2 2022)
GCF_000500065.1_AB2	Borrelia hispanica (CRI 2013)
GCF_008931845.1_ASM893184v1	Borrelia maritima (CA690 2019)
GCF_023035795.1_ASM2303579v1	Borrelia nietonii (YOR 2022)
GCF_000512145.1_ASM51214v2	Borrelia parkeri (HR1 2014)
GCF_000500045.1_AB6.5.1	Borrelia persica (No12 2013)
GCF_023035875.1_ASM2303587v1	Borrelia puertoricensis (SUM 2022)
GCF_000019705.1_ASM1970v1	Borrelia recurrentis (A1 2008)
GCF_003606285.1_ASM360628v1	Borrelia turcica (IST7 2018)
GCF_000012085.2_ASM1208v2	Borrelia turicatae (91E135 Oz1 2006)
GCF_000741005.1_ASM74100v1	Borreliella afzelii (Tom3107 2014)
GCF_000196215.1_ASM19621v1	Borreliella bavariensis (PBi 2004)
GCF_000222305.1_ASM22230v1	Borreliella bissettiae (DN127 2011)
GCF_030438475.2_ASM3043847v2	Borreliella californiensis (CA443 2025)
GCF_030438365.2_ASM3043836v2	Borreliella finlandensis (Z11 2025)
GCF_026572315.1_ASM2657231v1	Borreliella garinii (JAASAAF1041 2022)
GCF_030438115.2_ASM3043811v2	Borreliella japonica (Miyazaki2E 2025)
GCF_030437945.2_ASM3043794v2	Borreliella kurtenbachii (25015 2025)
GCF_030437705.2_ASM3043770v2	Borreliella lanei (CA-28-91 2025)
GCF_030440365.2_ASM3044036v2	Borreliella lusitaniae (PotiB2 2025)
GCF_030436445.2_ASM3043644v2	Borreliella spielmanii (Pmew 2025)
GCF_030439725.2_ASM3043972v2	Borreliella tanukii (Koshiki4E 2025)
GCF_030439285.2_ASM3043928v2	Borreliella turdi (Ya501 2025)
GCF_000170955.2_ASM17095v2	Borreliella valaisiana (VS116 2009)
GCF_030436165.1_ASM3043616v1	Borreliella yangtzensis (CW62 2023)
GCF_030758975.1_ASM3075897v1	Bosea beijingensis (REN20 2023)
GCF_003351345.1_ASM335134v1	Bosea caraganae (RCAM 04680 2018)
GCF_042657265.1_ASM4265726v1	Bosea eneae (CCUG 43111 2024)
GCF_900108245.1_IMG-taxon_2622736433_annotated_assembly	Bosea lathyri (DSM 26656 2016)
GCF_900109525.1_IMG-taxon_2634166302_annotated_assembly	Bosea lupini (LMG 26383,CCUG 61248,R- 45681 2016)
GCF_042655245.1_ASM4265524v1	Bosea massiliensis (CCUG 43117 2024)
GCF_025209975.1_ASM2520997v1	Bosea minatitlanensis (LMG 26207 2022)
GCF_002917105.1_ASM291710v1	Bosea psychrotolerans (1131 2018)
GCF_900102525.1_IMG-taxon_2675903146_annotated_assembly	Bosea robiniae (DSM 26672 2016)
GCF_032464875.1_ASM3246487v1	Bosea rubneri (ZW T0_25 2023)
GCF_014764685.1_ASM1476468v1	Bosea spartocytisi (SSUT16 2020)
GCF_001741865.1_ASM174186v1	Bosea vaviloviae (Vaf18 2016)
GCF_042655345.1_ASM4265534v1	Bosea vestrisii (CCUG 43114 2024)
GCF_900184815.1_B.aestuarii_CECT8489_Spades_Prokka	Boseongicola aestuarii (CECT 8489 2017)
GCF_007859955.1_ASM785995v1	Botrimarina colliarenosi (Pla108 2019)
GCF_007859815.1_ASM785981v1	Botrimarina hoheduenensis (Pla111 2019)
GCF_007753265.1_ASM775326v1	Botrimarina mediterranea (Spa11 2019)
GCF_003347595.2_ASM334759v2	Botryobacter ruber (SYSU D60016 2019)
GCF_001907245.1_ASM190724v1	Boudabousia liubingyangii (VUL4_1 2016)
GCF_001936115.1_ASM193611v1	Boudabousia marimammalium (DSM 15383 2016)
GCF_001856685.1_ASM185668v1	Boudabousia tangfeifanii (VUL4_3 2016)
GCF_025567085.1_ASM2556708v1	Bovifimicola ammoniilytica (Sanger_97 2022)
GCF_023634005.1_ASM2363400v1	Bowdeniella massiliensis (Q7124_IHU_Marseille 2022)
GCF_001907295.1_ASM190729v1	Bowdeniella nasicola (DSM 19116 2016)
GCF_039522935.1_ASM3952293v1	Bowmanella denitrificans (JCM 13378 2024)
GCF_017254865.1_ASM1725486v1	Bowmanella dokdonensis (JCM 30855 2021)
GCF_014645355.1_ASM1464535v1	Bowmanella pacifica (CGMCC 1.7086 2020)
GCF_018531185.1_ASM1853118v1	Bowmanella yangjiangensis (Y26 2021)
GCF_002332425.1_ASM233242v1	Brachybacterium alimentarium (908_11 2017)
GCF_014204755.1_ASM1420475v1	Brachybacterium aquaticum (DSM 28796 2020)
GCF_025669985.1_ASM2566998v1	Brachybacterium atlanticum (PhyBa_CO2_2 2022)
GCF_002216795.1_ASM221679v1	Brachybacterium avium (VR2415 2017)
GCF_042647605.1_ASM4264760v1	Brachybacterium conglomeratum (CCM 2589 2024)
GCF_003130585.1_ASM313058v1	Brachybacterium endophyticum (M1HQ-2 2018)
GCF_015209585.1_ASM1520958v1	Brachybacterium epidermidis (Marseille-Q2903 2020)
GCF_023509525.1_ASM2350952v1	Brachybacterium equifaecis (JHP9 2022)
GCF_017876515.1_ASM1787651v1	Brachybacterium fresconis (DSM 14564 2021)
GCF_002407065.1_ASM240706v1	Brachybacterium ginsengisoli (DCY80 2017)
GCF_042434575.1_ASM4243457v1	Brachybacterium hainanense (CICC 10874 2024)
GCF_020792675.1_ASM2079267v1	Brachybacterium halotolerans subsp. kimchii (CBA3105 2021)
GCF_025725725.1_ASM2572572v1	Brachybacterium huguangmaarense (BRM-3 2022)
GCF_023373525.1_ASM2337352v1	Brachybacterium kimchii (CBA3104 2022)
GCF_900184245.1_PRJEB13137	Brachybacterium massiliense (mt5 2017)
GCF_042433385.1_ASM4243338v1	Brachybacterium muris (CCM 7047 2024)
GCF_900163655.1_ASM90016365v1	Brachybacterium nesterenkovii (CIP104813 2017)
GCF_003994255.1_ASM399425v1	Brachybacterium paraconglomeratum (KCTC 9916 2018)
GCF_039530785.1_ASM3953078v1	Brachybacterium phenoliresistens (JCM 15157 2024)
GCF_039526185.1_ASM3952618v1	Brachybacterium rhamnosum (JCM 11650 2024)
GCF_017876545.1_ASM1787654v1	Brachybacterium sacelli (DSM 14566 2021)
GCF_003355475.1_ASM335547v1	Brachybacterium saurashtrense (DSM 23186 2018)
GCF_025028335.1_ASM2502833v1	Brachybacterium sillae (EF45031 2022)
GCF_000225825.1_ASM22582v2	Brachybacterium squillarum (M-6-3 2011)
GCF_009299795.1_ASM929979v1	Brachybacterium subflavum (CFH 10395 2019)
GCF_900258505.1_PRJEB23296	Brachybacterium timonense (Marseille-P4339 2018)
GCF_039526165.1_ASM3952616v1	Brachybacterium tyrofermentans (JCM 11610 2024)
GCF_002407185.1_ASM240718v1	Brachybacterium vulturis (VM2412 2017)
GCF_000374625.1_ASM37462v1	Brachymonas chironomi (DSM 19884 2013)
GCF_900110225.1_IMG-taxon_2599185145_annotated_assembly	Brachymonas denitrificans (DSM 15123 2016)
GCF_045055315.1_ASM4505531v1	Brachymonas wangyanguii (G13 2024)
GCF_008016755.1_ASM801675v1	Brachyspira aalborgi (PC2022III 2019)
GCF_000518245.1_ASM51824v1	Brachyspira alvinipulli (ATCC 51933 2014)
GCF_005518285.1_ASM551828v1	Brachyspira catarrhinii (Z12 2019)
GCF_000316195.1_ASM31619v1	Brachyspira hampsonii (30446 IDAC 161111-01 2012)
GCF_017751225.1_ASM1775122v1	Brachyspira hyodysenteriae (Bh743-7 2021)
GCF_000384655.1_ASM38465v1	Brachyspira innocens ATCC 29796 (B256 2013)
GCF_000223215.1_ASM22321v1	Brachyspira intermedia (PWS/A 2011)
GCF_000092845.1_ASM9284v1	Brachyspira murdochii (DSM 12563 2010)
GCF_000143725.1_ASM14372v1	Brachyspira pilosicoli (95/1000 2010)
GCF_036997785.1_ASM3699778v1	Brachyspira pulli (BB22 2024)
GCF_001049755.1_BRSU_AN4859_03	Brachyspira suanatina (AN4859/03 2015)
GCF_000621025.1_ASM62102v1	Brackiella oedipodis (DSM 13743 2014)
GCF_003258315.1_ASM325831v1	Bradymonas sediminis (FA350 2018)
GCF_020889785.1_ASM2088978v1	Bradyrhizobium acaciae (10BB 2021)
GCF_013178945.1_ASM1317894v1	Bradyrhizobium aeschynomenes (83002 2020)
GCF_016031625.1_ASM1603162v1	Bradyrhizobium agreste (CNPSo 4010 2020)
GCF_036924595.1_ASM3692459v1	Bradyrhizobium algeriense (AZCC 1608 2024)
GCF_020889705.1_ASM2088970v1	Bradyrhizobium altum (Pear77 2021)
GCF_002266435.3_ASM226643v3	Bradyrhizobium amphicarpaeae (39S1MB 2024)
GCF_015291705.1_ASM1529170v1	Bradyrhizobium arachidis (CCBAU 051107 2020)
GCF_013114835.1_ASM1311483v1	Bradyrhizobium archetypum (WSM 1744 2020)
GCF_020329495.1_ASM2032949v1	Bradyrhizobium australafricanum (WSM 4400 2021)
GCF_013114825.1_ASM1311482v1	Bradyrhizobium australiense (WSM 1791 2020)
GCF_011068405.5_ASM1106840v5	Bradyrhizobium barranii subsp. barranii (323S2 2021)
GCF_008932115.1_ASM893211v1	Bradyrhizobium betae (PL7HG1 2019)
GCF_029714345.1_ASM2971434v1	Bradyrhizobium brasilense (5G1B 2023)
GCF_009759665.1_ASM975966v1	Bradyrhizobium cajani (1010 2019)
GCF_014530645.1_ASM1453064v1	Bradyrhizobium campsiandrae (INPA 384B 2020)
GCF_019402665.1_ASM1940266v1	Bradyrhizobium canariense (BTA-1 2021)
GCF_020329485.1_ASM2032948v1	Bradyrhizobium cenepequi (CNPSo 4026 2021)
GCF_001641635.1_ASM164163v1	Bradyrhizobium centrolobii (BR 10245 2016)
GCF_045571495.1_LMG29515_v1	Bradyrhizobium centrosematis (LMG 29515 2024)
GCF_000284275.1_ASM28427v1	Bradyrhizobium cosmicum (S23321 2012)
GCF_008123515.1_ASM812351v1	Bradyrhizobium cytisi (CTAW11 2019)
GCF_021044685.1_ASM2104468v1	Bradyrhizobium daqingense (CCBAU 15774 2021)
GCF_013179005.1_ASM1317900v1	Bradyrhizobium denitrificans (LMG 8443 2020)
GCF_001642675.1_ASM164267v1	Bradyrhizobium diazoefficiens (USDA 110 2016)
GCF_016031635.1_ASM1603163v1	Bradyrhizobium diversitatis (CNPSo 4019 2020)
GCF_023278185.1_ASM2327818v1	Bradyrhizobium elkanii (USDA 76 2022)
GCF_001189235.2_ASM118923v2	Bradyrhizobium embrapense (SEMIA 6208 2016)
GCF_042430365.1_ASM4243036v1	Bradyrhizobium erythrophlei (CGMCC 1.13002 2024)
GCF_002795245.1_ASM279524v1	Bradyrhizobium forestalis (INPA54B 2017)
GCF_004570865.1_ASM457086v1	Bradyrhizobium frederickii (CNPSo 3426 2019)
GCF_049949285.1_ASM4994928v1	Bradyrhizobium ganzhouense (JCM19881 2025)
GCF_015624505.1_ASM1562450v1	Bradyrhizobium genosp. B (BDV5040 2020)
GCF_016031655.1_ASM1603165v1	Bradyrhizobium glycinis (CNPSo 4016 2020)
GCF_004114975.1_ASM411497v1	Bradyrhizobium guangdongense (CCBAU 51649 2019)
GCF_004114915.1_ASM411491v1	Bradyrhizobium guangxiense (CCBAU 53363 2019)
GCF_004114955.1_ASM411495v1	Bradyrhizobium guangzhouense (CCBAU 51670 2019)
GCF_020329435.1_ASM2032943v1	Bradyrhizobium hereditatis (WSM 1738 2021)
GCF_008123965.1_ASM812396v1	Bradyrhizobium hipponense (aSej3 2019)
GCF_025200885.1_ASM2520088v1	Bradyrhizobium huanghuaihaiense (CB3035 2022)
GCF_001693385.1_ASM169338v1	Bradyrhizobium icense (LMTR 13 2016)
GCF_030160715.1_ASM3016071v1	Bradyrhizobium iriomotense (NBRC 102520 2023)
GCF_900696085.1_ERZ807199	Bradyrhizobium ivorense (CI-1B CI-1B 2019)
GCF_013752735.1_ASM1375273v1	Bradyrhizobium japonicum (5038 2020)
GCF_001440395.1_ASM144039v1	Bradyrhizobium jicamae (PAC68 2015)
GCF_001440475.1_ASM144047v1	Bradyrhizobium lablabi (CCBAU 23086 2015)
GCF_030160735.1_ASM3016073v1	Bradyrhizobium liaoningense (NBRC 100396 2023)
GCF_042691665.1_BA2	Bradyrhizobium lupini (2024)
GCF_001542415.1_ASM154241v1	Bradyrhizobium macuxiense (BR 10303 2016)
GCF_001440035.1_ABySSBR3351v1	Bradyrhizobium manausense (BR 3351 2015)
GCF_001982635.1_ASM198263v1	Bradyrhizobium mercantei (SEMIA 6399 2017)
GCF_000472965.1_ASM47296v1	Bradyrhizobium murdochi (WSM 1741 2013)
GCF_004114535.1_ASM411453v1	Bradyrhizobium nanningense (CCBAU 53390 2019)
GCF_001641695.1_ASM164169v1	Bradyrhizobium neotropicale (BR 10247 2016)
GCF_004571025.1_ASM457102v1	Bradyrhizobium niftali (CNPSo 3448 2019)
GCF_002776695.1_ASM277669v1	Bradyrhizobium nitroreducens (TSA1 2017)
GCF_000344805.1_ASM34480v1	Bradyrhizobium oligotrophicum (S58 2013)
GCF_021088345.1_ASM2108834v1	Bradyrhizobium ontarionense (A19 2021)
GCF_020889685.1_ASM2088968v1	Bradyrhizobium oropedii (Pear76 2021)
GCF_002278135.3_ASM227813v3	Bradyrhizobium ottawaense (OO99 2024)
GCF_029714545.1_ASM2971454v1	Bradyrhizobium pachyrhizi (CB1923 2023)
GCF_001693515.2_ASM169351v2	Bradyrhizobium paxllaeri (LMTR 21 2019)
GCF_032397745.1_ASM3239774v1	Bradyrhizobium prioriisuperbiae (BL16A 2023)
GCF_017493175.3_ASM1749317v3	Bradyrhizobium quebecense (12S5 2021)
GCF_001440415.1_ASM144041v1	Bradyrhizobium retamae (Ro19 2015)
GCF_008123425.1_ASM812342v1	Bradyrhizobium rifense (CTAW71 2019)
GCF_030413175.1_ASM3041317v1	Bradyrhizobium roseum (S12-14-2 2023)
GCF_007828095.1_ASM782809v1	Bradyrhizobium sacchari (BR 10556 2019)
GCF_018736085.1_ASM1873608v1	Bradyrhizobium sediminis (S2-20-1 2021)
GCF_020329505.1_ASM2032950v1	Bradyrhizobium semiaridum (WSM 1704 2021)
GCF_011516645.4_ASM1151664v4	Bradyrhizobium septentrionale (1S1 2021)
GCF_900094605.1_IMG-taxon_2617270735_annotated_assembly	Bradyrhizobium shewense (ERR11 2016)
GCF_001641335.1_ASM164133v1	Bradyrhizobium stylosanthis (BR 446 2016)
GCF_011604665.2_ASM1160466v2	Bradyrhizobium symbiodeficiens (101S1MB 2024)
GCF_001189845.1_ASM118984v1	Bradyrhizobium tropiciagri (SEMIA 6148 2015)
GCF_042263385.1_ASM4226338v1	Bradyrhizobium tunisiense (1AS20L 2024)
GCF_010811875.1_ASM1081187v1	Bradyrhizobium uaiense (UFLA03-164 2020)
GCF_001440405.1_ASM144040v1	Bradyrhizobium valentinum (LmjM3 2015)
GCF_900324035.1_BRAD3257	Bradyrhizobium vignae (ORS3257 2018)
GCF_001238275.1_ASM123827v1	Bradyrhizobium viridifuturi (SEMIA 690 2015)
GCF_027594865.1_ASM2759486v1	Bradyrhizobium xenonodulans (14AB 2023)
GCF_025200905.1_ASM2520090v1	Bradyrhizobium yuanmingense (CB1024 2022)
GCF_004114935.1_ASM411493v1	Bradyrhizobium zhanjiangense (CCBAU 51778 2019)
GCF_022012555.1_ASM2201255v1	Bradyrhizobium zhengyangense (WYCCWR 12678 2022)
GCF_042661605.1_ASM4266160v1	Branchiibius cervicis (NBRC 106593 2024)
GCF_900108585.1_IMG-taxon_2634166369_annotated_assembly	Branchiibius hedensis (DSM 22951 2018)
GCF_012912135.1_ASM1291213v1	Brasilonema bromeliae (SPC951 2020)
GCF_006968745.1_ASM696874v1	Brasilonema sennae (CENA114 2019)
GCF_050433385.1_ASM5043338v1	Brassicibacter mesophilus (DSM 24659 2025)
GCF_013618625.1_ASM1361862v1	Bremerella alba (FF15 2020)
GCF_039541315.1_ASM3954131v1	Bremerella cremea (JCM 17758 2024)
GCF_007748115.1_ASM774811v1	Bremerella volcania (Pan97 2019)
GCF_003666245.1_ASM366624v1	Brenneria alni (NCPPB 3934 2018)
GCF_003115855.1_ASM311585v1	Brenneria corticis (CFCC 11842 2018)
GCF_002291445.1_ASM229144v1	Brenneria goodwinii (FRB141 2017)
GCF_017569925.1_ASM1756992v1	Brenneria izadpanahii (Iran 50 2021)
GCF_025840185.1_ASM2584018v1	Brenneria izbisi (KBI 423 2022)
GCF_005484965.1_ASM548496v1	Brenneria nigrifluens DSM 30175 (ATCC 13028 2019)
GCF_036016195.1_ASM3601619v1	Brenneria populi (D9-5 2024)
GCF_003115815.1_ASM311581v1	Brenneria roseae subsp. americana (LMG 27715 2018)
GCF_042647235.1_ASM4264723v1	Brenneria rubrifaciens (ICMP 1915 2024)
GCF_012932875.1_ASM1293287v1	Brenneria salicis DSM 30166 (ATCC 15712 2020)
GCF_023347575.1_ASM2334757v1	Brenneria tiliae (WC1b.1 2022)
GCF_032395385.1_ASM3239538v1	Brenneria uluponensis (K61 2023)
GCF_003053845.1_ASM305384v1	Breoghania corrubedonensis (DSM 23382 2018)
GCF_004117055.1_ASM411705v1	Brevibacillus agri (DSM 6348 2019)
GCF_005217615.1_ASM521761v1	Brevibacillus antibioticus (TGS2-1 2019)
GCF_961514395.1_Brevibacillus_4475	Brevibacillus aydinogluensis (4475 4475 2023)
GCF_036700025.1_ASM3670002v1	Brevibacillus borstelensis (CP19 2024)
GCF_900637055.1_46837_E02	Brevibacillus brevis (NCTC2611 2018)
GCF_046622605.1_ASM4662260v1	Brevibacillus centrosporus (MPB16 2025)
GCF_001420695.1_ASM142069v1	Brevibacillus choshinensis (DSM 8552 2015)
GCF_016406105.1_ASM1640610v1	Brevibacillus composti (FJAT-54423 2020)
GCF_021245735.1_ASM2124573v1	Brevibacillus daliensis (YIM B02290 2021)
GCF_006170445.1_ASM617044v1	Brevibacillus dissolubilis (CHY01 2019)
GCF_003710825.1_ASM371082v1	Brevibacillus fluminis (JCM 15716 2018)
GCF_001012775.1_ASM101277v1	Brevibacillus formosus (DSM 9885 2015)
GCF_003013395.1_ASM301339v1	Brevibacillus fortis (NRRL NRS-1210 2018)
GCF_016908525.1_ASM1690852v1	Brevibacillus fulvus (DSM 25523 2021)
GCF_003710935.1_ASM371093v1	Brevibacillus gelatini (DSM 100115 2018)
GCF_050113715.1_ASM5011371v1	Brevibacillus ginsengisoli (KCTC 13938 2025)
GCF_026891775.1_ASM2689177v1	Brevibacillus halotolerans (VKPM_B-9406 2022)
GCF_020923435.1_ASM2092343v1	Brevibacillus humidisoli (MMS20-4M-10-Y 2021)
GCF_003710915.1_ASM371091v1	Brevibacillus invocatus (JCM 12215 2018)
GCF_002706795.1_ASM270679v1	Brevibacillus laterosporus (DSM 25 2017)
GCF_003963515.1_ASM396351v1	Brevibacillus marinus (SCSIO 07484 2018)
GCF_000311785.1_ASM31178v1	Brevibacillus massiliensis (phR 2012)
GCF_004521915.1_ASM452191v1	Brevibacillus migulae (CFH S0501 2019)
GCF_003710965.1_ASM371096v1	Brevibacillus nitrificans (JCM 15774 2018)
GCF_003710985.1_ASM371098v1	Brevibacillus panacihumi (JCM 15085 2018)
GCF_022701015.1_ASM2270101v1	Brevibacillus parabrevis (B3 2022)
GCF_003013475.1_ASM301347v1	Brevibacillus porteri (NRRL B-41110 2018)
GCF_001187725.1_ASM118772v1	Brevibacillus reuszeri (DSM 9887 2015)
GCF_023746555.1_ASM2374655v1	Brevibacillus ruminantium (BB3-R1 2022)
GCF_000454065.1_ASM45406v1	Brevibacillus thermoruber (423 2013)
GCF_000426445.1_ASM42644v1	Brevibacterium album (DSM 18261 2013)
GCF_038429965.1_ASM3842996v1	Brevibacterium ammoniilyticum (KACC 15558 2024)
GCF_016107655.1_ASM1610765v1	Brevibacterium antiquum (DSM 21545 2020)
GCF_011617245.1_ASM1161724v1	Brevibacterium atlanticum (WO024 2020)
GCF_003932995.1_ASM393299v1	Brevibacterium aurantiacum (SMQ-1419 2018)
GCF_016026595.1_ASM1602659v1	Brevibacterium casei (FDAARGOS_936 2020)
GCF_039529075.1_ASM3952907v1	Brevibacterium celere (JCM 13521 2024)
GCF_021729135.1_ASM2172913v1	Brevibacterium daeguense (DSM 27938 2022)
GCF_001570805.1_ASM157080v1	Brevibacterium epidermidis (NBRC 14811 2016)
GCF_014836885.1_ASM1483688v1	Brevibacterium gallinarum (Re57 2020)
GCF_900184225.1_PRJEB20939	Brevibacterium ihuae (CV3 2018)
GCF_900445875.1_55312_A01	Brevibacterium iodinum (NCTC9742 2018)
GCF_007828155.1_ASM782815v1	Brevibacterium jeotgali (DSM 29217 2019)
GCF_040256645.1_ASM4025664v1	Brevibacterium koreense (CBA3109 2024)
GCF_011617705.1_ASM1161770v1	Brevibacterium limosum (o2 2020)
GCF_003999335.1_ASM399933v1	Brevibacterium linens (ATCC 19391 2019)
GCF_040212315.1_ASM4021231v1	Brevibacterium litoralis (GXQ1321 2024)
GCF_025147615.1_ASM2514761v1	Brevibacterium luteolum (p3-SID304 2022)
GCF_011927955.1_ASM1192795v1	Brevibacterium marinum (DSM 18964 2020)
GCF_000178455.1_ASM17845v1	Brevibacterium mcbrellneri (ATCC 49030 2010)
GCF_037101285.1_ASM3710128v1	Brevibacterium metallidurans (NCCP-602 2024)
GCF_024580735.1_ASM2458073v1	Brevibacterium moorei (68QC2CO 2022)
GCF_017948325.1_ASM1794832v1	Brevibacterium oceani (WW007 2021)
GCF_042429315.1_ASM4242931v1	Brevibacterium otitidis (JCM 11683 2024)
GCF_016907735.1_ASM1690773v1	Brevibacterium paucivorans (DSM 13657 2021)
GCF_013280495.1_ASM1328049v1	Brevibacterium permense (VKM Ac-2280 2020)
GCF_039528695.1_ASM3952869v1	Brevibacterium picturae (JCM 13319 2024)
GCF_011617465.1_ASM1161746v1	Brevibacterium pigmentatum (YB235 2020)
GCF_039541555.1_ASM3954155v1	Brevibacterium pityocampae (JCM 17808 2024)
GCF_001584615.1_ASM158461v1	Brevibacterium ravenspurgense (CCUG56047 2016)
GCF_017808095.1_ASM1780809v1	Brevibacterium renqingii (REN4-1 2021)
GCF_009857845.1_ASM985784v1	Brevibacterium rongguiense (5221 2020)
GCF_039531405.1_ASM3953140v1	Brevibacterium salitolerans (JCM 15900 2024)
GCF_039529845.1_ASM3952984v1	Brevibacterium samyangense (JCM 14546 2024)
GCF_900105045.1_IMG-taxon_2634166182_annotated_assembly	Brevibacterium sandarakinum (DSM 22082 2016)
GCF_039528855.1_ASM3952885v1	Brevibacterium sanguinis (JCM 13386 2024)
GCF_024895295.1_ASM2489529v1	Brevibacterium sediminis (COD27 2022)
GCF_000285835.1_ASM28583v2	Brevibacterium senegalense (JC43 2012)
GCF_900105315.1_IMG-taxon_2634166531_annotated_assembly	Brevibacterium siliguriense (DSM 23676 2016)
GCF_026168515.1_ASM2616851v1	Brevibacterium spongiae (WHS-Z9 2022)
GCF_016107685.1_ASM1610768v1	Brevibacterium yomogidense (DSM 24850 2020)
GCF_021117425.1_ASM2111742v1	Brevibacterium zhoupengii (HY170 2021)
GCF_007992435.1_ASM799243v1	Brevifollis gellanilyticus (NBRC 108608 2019)
GCF_900112165.1_IMG-taxon_2597490362_annotated_assembly	Brevinema andersonii (ATCC 43811 2016)
GCF_002797755.1_ASM279775v1	Brevirhabdus pacifica (DSM 27767 2017)
GCF_000466985.1_ASM46698v1	Brevundimonas abyssalis (TAR-001 2013)
GCF_011927945.1_ASM1192794v1	Brevundimonas alba (DSM 4736 2020)
GCF_023573565.1_ASM2357356v1	Brevundimonas albigilva (TT17 2022)
GCF_904830995.1_G1452	Brevundimonas aurantiaca (Marseille-P3291 2020)
GCF_040195595.1_ASM4019559v1	Brevundimonas aurifodinae (C11 2024)
GCF_000428765.1_ASM42876v1	Brevundimonas aveniformis (DSM 17977 2013)
GCF_000701445.1_ASM70144v1	Brevundimonas bacteroides (DSM 4726 2014)
GCF_042434805.1_ASM4243480v1	Brevundimonas balnearis (NCAIM B.02621 2024)
GCF_014202075.1_ASM1420207v1	Brevundimonas basaltis (DSM 25335 2020)
GCF_034424665.1_ASM3442466v1	Brevundimonas bullata (HAMBI_0262 2023)
GCF_030160755.1_ASM3016075v1	Brevundimonas denitrificans (NBRC 110107 2023)
GCF_900445995.1_48290_B02	Brevundimonas diminuta (NCTC8545 2018)
GCF_040549405.1_ASM4054940v1	Brevundimonas faecalis (2814 2024)
GCF_003934285.1_ASM393428v1	Brevundimonas fluminis (LA-55 2018)
GCF_017086445.1_ASM1708644v1	Brevundimonas fontaquae (CS1 2021)
GCF_017487405.1_ASM1748740v1	Brevundimonas goettingensis (LVF2 2021)
GCF_014836405.1_ASM1483640v1	Brevundimonas guildfordensis (Sa3CVA3 2020)
GCF_003730275.1_ASM373027v1	Brevundimonas halotolerans (MCS24 2018)
GCF_014218725.1_ASM1421872v1	Brevundimonas huaxiensis (090558 2020)
GCF_041892135.1_ASM4189213v1	Brevundimonas intermedia (CCUG 45022 2024)
GCF_039523815.1_ASM3952381v1	Brevundimonas kwangchunensis (JCM 12928 2024)
GCF_014196335.1_ASM1419633v1	Brevundimonas lenta (DSM 23960 2020)
GCF_003704105.1_ASM370410v1	Brevundimonas lutea (NS26 2018)
GCF_014196125.1_ASM1419612v1	Brevundimonas mediterranea (DSM 14878 2020)
GCF_000421705.1_ASM42170v1	Brevundimonas naejangsanensis (DSM 23858 2013)
