SAMPID	SMATSSCR	SMCENTER	SMPTHNTS	SMRIN	SMTS	SMTSD	SMTSISCH	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-QDVN-2226-SM-2S1PM	1	B1	2  ~7.5x4mm aliquots, nerve bundles widely dispersed;  ~ 70% both aliquots is interstitial fat	6.5	Nerve	Nerve - Tibial	4-7 hours	BP-20294	RNA isolation_Trizol Manual (Cell Pellet)	11/22/2011	LCSET-1465	06/02/2012	TrueSeq.v1	0.7390838	126029	0.97820187	782	0.77914214	0.8458773	0.25926274	25381	0.70668614	0.79273754	76	55.410267	0.0026254589	189	54866032	74665082	0.021600353	496973	95829858	6973098	0.632802	144126	34397626	54484	0.03295948	0	0.13232462	0.55060893	0.65905863	52764774	0.009498098	14680390	3964985	15165274	161	16736256	12896206	0.005885106	16331200	49.38753	0.0051859934	0.81920046	850	0.29331392	50.812317
GTEX-QDVN-2326-SM-2QU3O	1	B1	2  7x6mm aliquots; prominent peripheral atherosclerosis	6.1	Blood Vessel	Artery - Tibial	4-7 hours	BP-20294	RNA isolation_Trizol Manual (Cell Pellet)	11/22/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-QDVN-2326-SM-2S1PF	1	B1	2  7x6mm aliquots; prominent peripheral atherosclerosis	6.1	Blood Vessel	Artery - Tibial	4-7 hours	BP-20294	RNA isolation_Trizol Manual (Cell Pellet)	11/22/2011	LCSET-1465	06/02/2012	TrueSeq.v1	0.36868998	47050	0.97924334	1220	0.39518037	0.85607237	0.28570703	21351	0.79990125	0.6915399	76	22.828808	0.0026251196	158	36271229	28306790	0.020492893	184232	71630052	6903188	0.6274186	129655	12835787	92652	0.05409565	0	0.12317102	0.31610528	0.338303	22642636	0.009486215	5380892	1733485	5606360	125	6365720	5279133	0.0058257054	6192220	49.309204	0.0025719933	0.42167076	747	0.20009877	51.026047
GTEX-QDVN-2426-SM-2QU5A	1	B1	2  ~9x6mm aliquots, ~40% interstitial adipose tissue	7.7	Muscle	Muscle - Skeletal	4-7 hours	BP-20294	RNA isolation_Trizol Manual (Cell Pellet)	11/22/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-QDVN-2426-SM-2S1Q4	1	B1	2  ~9x6mm aliquots, ~40% interstitial adipose tissue	7.7	Muscle	Muscle - Skeletal	4-7 hours	BP-20294	RNA isolation_Trizol Manual (Cell Pellet)	11/22/2011	LCSET-1465	06/02/2012	TrueSeq.v1	0.6095358	109509	0.97072417	899	0.6446658	0.8713858	0.28480676	22294	0.6914893	0.7234804	76	48.276413	0.0029989623	160	43485397	62973789	0.029059345	1062903	97684402	8917976	0.61052775	132946	29019334	72523	0.045303855	0	0.09933833	0.44577947	0.56175256	43545700	0.009791814	11844581	12796030	12436770	129	13761264	12102221	0.0062103053	13343834	49.229977	0.01088099	0.67979574	803	0.30851072	51.219433
GTEX-QEG4-0003-SM-2MRI5		C1			Blood	Whole Blood	12-15 hours	BP-20248	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	11/21/2011	GTEx_Batch4_OM5_Jan12	02/06/2012	Illumina OMNI SNP Array																																													
GTEX-QEG4-0003-SM-2XK24		C1			Blood	Whole Blood	12-15 hours	BP-20248	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	11/21/2011	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array																																													
GTEX-QEG4-0006-SM-2I5FY		C1		8	Blood	Whole Blood	12-15 hours	BP-20244	RNA isolation_PAXgene Blood RNA (Manual)	11/21/2011	LCSET-1168_6	02/25/2012	TrueSeq.v1	0.72855157	63827	0.9673656	612	0.8537239	0.8695972	0.33183008	22840	0.43040845	0.72636586	76	58.96369	0.0032629888	180	24719569	99909699	0.032493234	2996504	117028112	25961545	0.57719874	132650	41699905	40064	0.025375945	12336572	0.097768396	0.36744997	0.74239594	43001976	0.005976003	18627150	24811745	19401296	200	20877774	22392390	0.0045902734	20685005	49.768093	0.025604993	0.7963771	873	0.5695916	51.017845
GTEX-QEG4-0006-SM-2M493		C1		8	Blood	Whole Blood	12-15 hours	BP-20244	RNA isolation_PAXgene Blood RNA (Manual)	11/21/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-QEG4-0008-SM-48TYZ		C1		8.9	Skin	Cells - Transformed fibroblasts	12-15 hours	BP-33214	RNA isolation_Trizol Manual (Cell Pellet)	11/16/2012	LCSET-3084	04/18/2013	TrueSeq.v1	0.94790035	86942	0.9768792	822	0.95372397	0.8917448	0.35056597	22548	0.8215817	0.7349404	76	68.48897	0.0019843103	203	86266363	66330001	0.022807192	464027	69548424	3331968	0.62203026	132286	32320436	65014	0.039359655	0	0.0851344	0.7835622	0.8504784	54495516	0.0022073395	14143171	2630315	14285684	194	14408002	13376096	0.002095144	14365809	49.926678	0.0066719986	0.95954764	876	0.1784183	50.25065
GTEX-QEG4-0126-SM-48TZE	2	C1	2 ~7.5x5.5mm aliquots. Mature spermatozoa are evident	6.4	Testis	Testis	12-15 hours	BP-20319	RNA isolation_PAXgene Tissue miRNA	11/23/2011	LCSET-3084	04/18/2013	TrueSeq.v1	0.93034685	123945	0.8995079	801	0.93648624	0.7419019	0.3805178	32948	0.8609659	0.6726385	76	42.480213	0.0022188355	160	96781916	55435201	0.10022724	3083876	59194888	2802474	0.66030437	162358	26781293	56111	0.03209767	0	0.15760602	0.80628276	0.69478095	47727818	0.0024770587	10482007	5062557	10644855	125	10730422	8941976	0.0023471008	10675185	49.870975	0.052097	0.9426257	881	0.13903409	50.385406
GTEX-QEG4-0226-SM-2QU52	1	C1	6 ~7.5x2.5mm pieces. Squamous epithelium is ~1-2% of thickness; several pieces have adherent aggregates of subcutaneous fat up to ~9x2mm.	7.3	Skin	Skin - Sun Exposed (Lower leg)	12-15 hours	BP-20319	RNA isolation_Trizol Manual (Cell Pellet)	11/23/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-QEG4-0226-SM-2S1PY	1	C1	6 ~7.5x2.5mm pieces. Squamous epithelium is ~1-2% of thickness; several pieces have adherent aggregates of subcutaneous fat up to ~9x2mm.	7.3	Skin	Skin - Sun Exposed (Lower leg)	12-15 hours	BP-20319	RNA isolation_Trizol Manual (Cell Pellet)	11/23/2011	LCSET-1465	06/02/2012	TrueSeq.v1	0.50446063	69213	0.973653	1083	0.5357925	0.8361726	0.2759574	24328	0.72438806	0.72057474	76	29.19454	0.0031186542	152	35054681	44170242	0.026187247	804358	82439070	8536252	0.6365193	141797	20179260	77601	0.04548785	0	0.13748053	0.38812172	0.44801503	31996394	0.009900816	8337836	3558557	8715912	122	9725733	7020062	0.0063114315	9459139	49.3052	0.009757	0.5671246	783	0.275612	51.108482
GTEX-QEG4-0326-SM-2S1OS	1	C1	2 ~8.5x8mm aliquots	6.7	Adipose Tissue	Adipose - Subcutaneous	12-15 hours	BP-20319	RNA isolation_Trizol Manual (Cell Pellet)	11/23/2011	LCSET-1465	06/02/2012	TrueSeq.v1	0.08766935	11034	0.9712989	2876	0.09043621	0.84769344	0.26159367	18116	0.87814707	0.7328321	76	4.6901255	0.0030189396	144	14239396	6161600	0.028438393	114189	68131998	7652310	0.7673329	114609	2773714	223072	0.12713285	0	0.12360539	0.0794163	0.07666218	5410791	0.009719732	1195946	346017	1249416	119	1319089	974430	0.006266832	1278825	49.225067	0.0016759966	0.093203075	525	0.12185293	51.093296
GTEX-QEG4-0426-SM-2I5GK	1	C1	2 ~8x6.5mm aliquots. Mild ischemic changes. Minute (0.7x0.3mm) fibrous scar)	7.2	Heart	Heart - Left Ventricle	12-15 hours	BP-20319	RNA isolation_PAXgene Tissue miRNA	11/23/2011	LCSET-1168_5	04/02/2012	TrueSeq.v1	0.1729107	32768	0.9800223	1153	0.27617946	0.9049183	0.29731023	22575	0.48312262	0.71110743	76	24.573807	0.004508887	127	14635947	45300159	0.019797547	2996561	164024369	55779587	0.6517404	134016	13739949	92316	0.05166468	7511685	0.07510402	0.13342854	0.24991985	21885532	0.008451887	5502859	2527229	5786198	103	11345857	7214474	0.005801098	11104280	49.461975	0.018268999	0.34282273	768	0.51687735	51.254925
GTEX-QEG4-0426-SM-2M49M	1	C1	2 ~8x6.5mm aliquots. Mild ischemic changes. Minute (0.7x0.3mm) fibrous scar)	7.2	Heart	Heart - Left Ventricle	12-15 hours	BP-20319	RNA isolation_PAXgene Tissue miRNA	11/23/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-QEG4-0426-SM-33HC3	1	C1	2 ~8x6.5mm aliquots. Mild ischemic changes. Minute (0.7x0.3mm) fibrous scar)	7.2	Heart	Heart - Left Ventricle	12-15 hours	BP-20319	RNA isolation_PAXgene Tissue miRNA	11/23/2011	LCSET-1668	09/11/2012	TrueSeq.v1	0.8833255	168218	0.98057365	915	0.89792347	0.883198	0.25929427	25197	0.28535882	0.77817774	76	38.75825	0.0028684903	534	20702977	141862622	0.019249067	6145324	157989672	12425378	0.6385684	142626	68044955	63547	0.03497595	0	0.09737563	0.25623038	0.7930442	40481750	0.004904745	29788879	4541972	31017718	503	31360832	20784874	0.0038700656	31413643	50.042065	0.038897	0.91252136	797	0.71464115	51.01045
GTEX-QEG4-0526-SM-48TZD	2	C1	2 ~7x6.5mm aliquots. Diffuse severe congestion/?hemorrhagic pneumonitis	6.7	Lung	Lung	12-15 hours	BP-20319	RNA isolation_PAXgene Tissue miRNA	11/23/2011	LCSET-3084	04/18/2013	TrueSeq.v1	0.93302006	86519	0.97513604	672	0.9397353	0.79241276	0.29611653	25857	0.8393811	0.7218165	76	49.342846	0.0022548349	194	100933508	68309187	0.024583722	527510	72689818	3384540	0.5742354	146435	33068034	44818	0.024794888	0	0.1827233	0.788796	0.74465823	57337437	0.0025229917	14493979	3273046	14641081	177	14755198	9883285	0.002387955	14796582	50.070023	0.007257	0.9464505	865	0.16061896	50.25245
GTEX-QEG4-0626-SM-2M487	1	C1	2 ~10x6mm aliquots; ~5% interstitial adipose tissue in one	8.5	Muscle	Muscle - Skeletal	12-15 hours	BP-20319	RNA isolation_PAXgene Tissue miRNA	11/23/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-QEG4-0626-SM-2S1OY	1	C1	2 ~10x6mm aliquots; ~5% interstitial adipose tissue in one	8.5	Muscle	Muscle - Skeletal	12-15 hours	BP-20319	RNA isolation_Trizol Manual (Cell Pellet)	11/23/2011	LCSET-1465	06/02/2012	TrueSeq.v1	0.6573781	31741	0.97413045	1203	0.69609535	0.9095471	0.26384366	20670	0.63469374	0.6589255	76	35.166706	0.0029180176	146	27205750	50864599	0.025663272	1413199	73071312	5520392	0.59664804	126465	23432499	102354	0.057794664	0	0.064583406	0.44180736	0.6331315	32283443	0.009546925	9251021	1688987	9683853	119	10816237	11229777	0.00604812	10384981	48.982944	0.019339997	0.7348126	767	0.36530626	51.14295
GTEX-QEG4-1126-SM-2QU2V	1	C1	2 ~4.3x2.3mm aliquots; peripheral fat is ~10% of specimen (focally ~0.5mm)	6.5	Nerve	Nerve - Tibial	12-15 hours	BP-20319	RNA isolation_Trizol Manual (Cell Pellet)	11/23/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-QEG4-1126-SM-2S1P7	1	C1	2 ~4.3x2.3mm aliquots; peripheral fat is ~10% of specimen (focally ~0.5mm)	6.5	Nerve	Nerve - Tibial	12-15 hours	BP-20319	RNA isolation_Trizol Manual (Cell Pellet)	11/23/2011	LCSET-1465	06/02/2012	TrueSeq.v1	0.64222515	77206	0.9684575	815	0.68290627	0.8056714	0.2647674	25657	0.7902973	0.77695096	76	39.060646	0.002798965	155	67054070	56195737	0.031338234	510027	82289092	6525260	0.61378396	145245	25623966	58957	0.0315072	0	0.16278614	0.539699	0.5501981	44411340	0.009571915	10824043	2767594	11180299	123	12519343	8189084	0.0059837056	12260461	49.477634	0.006197991	0.72358745	851	0.20970269	50.809517
GTEX-QEG4-1226-SM-2QU2X	1	C1	2 ~2.3x1.2mm aliquots, good clean specimens	8.5	Blood Vessel	Artery - Tibial	12-15 hours	BP-20319	RNA isolation_Trizol Manual (Cell Pellet)	11/23/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-QEG4-1226-SM-2S1P6	1	C1	2 ~2.3x1.2mm aliquots, good clean specimens	8.5	Blood Vessel	Artery - Tibial	12-15 hours	BP-20319	RNA isolation_Trizol Manual (Cell Pellet)	11/23/2011	LCSET-1465	06/02/2012	TrueSeq.v1	0.54732007	44502	0.98055685	1251	0.5824268	0.8980181	0.29950845	21393	0.79029864	0.7004862	76	28.026638	0.0026536188	154	42744587	35250887	0.019020712	225755	60524154	5761346	0.6182856	131340	16133571	108174	0.06502416	0	0.08253875	0.4602911	0.5230298	27858729	0.009436225	6649118	1502542	6917323	119	7762752	7156131	0.0058405055	7540931	49.275272	0.0037299986	0.6175335	768	0.20970133	50.988487
GTEX-QEG5-0003-SM-2MRI7		C1			Blood	Whole Blood	8-11 hours	BP-20248	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	11/21/2011	GTEx_Batch4_OM5_Jan12	02/06/2012	Illumina OMNI SNP Array																																													
GTEX-QEG5-0003-SM-2XK26		C1			Blood	Whole Blood	8-11 hours	BP-20248	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	11/21/2011	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array																																													
GTEX-QEG5-0006-SM-2I5FZ		C1		7.5	Blood	Whole Blood	8-11 hours	BP-20244	RNA isolation_PAXgene Blood RNA (Manual)	11/21/2011	LCSET-1168_6	02/25/2012	TrueSeq.v1	0.678004	85516	0.9691294	827	0.7920636	0.88757145	0.30861703	22221	0.5170587	0.7685532	76	64.926865	0.0032766154	185	32339102	90438816	0.03061984	2759190	114181254	25955168	0.63993114	129568	37796157	67466	0.044439673	12005770	0.0815579	0.40954337	0.70301306	46762175	0.005980894	16427603	14462521	17038141	182	18228708	19381006	0.0046006176	18146138	49.886497	0.024164999	0.7369264	848	0.4829413	50.91218
GTEX-QEG5-0006-SM-2IZJE		C1		7.5	Blood	Whole Blood	8-11 hours	BP-20244	RNA isolation_PAXgene Blood RNA (Manual)	11/21/2011	GTEx_Batch3Affy_Dec2011	01/13/2012	Affymetrix Expression																																													
GTEX-QEG5-0226-SM-2I5GI	1	C1	6 pieces up to 7x3 mm	7.3	Skin	Skin - Sun Exposed (Lower leg)	8-11 hours	BP-20333	RNA isolation_PAXgene Tissue miRNA	11/28/2011	LCSET-1168_5	04/02/2012	TrueSeq.v1	0.40699345	173680	0.97841406	761	0.51403743	0.85145533	0.3020109	26469	0.6738042	0.78046125	76	54.461754	0.004321619	166	61311423	76625388	0.021400295	1103235	149065773	54344754	0.61981183	147588	29381565	54297	0.032373752	8124039	0.12695871	0.3463606	0.43767995	51630512	0.00901942	12474515	8721709	12944851	131	17390780	13559926	0.006206401	17207876	49.735676	0.0074009947	0.5536284	855	0.32619575	50.92515
GTEX-QEG5-0226-SM-2M49K	1	C1	6 pieces up to 7x3 mm	7.3	Skin	Skin - Sun Exposed (Lower leg)	8-11 hours	BP-20333	RNA isolation_PAXgene Tissue miRNA	11/28/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-QEG5-0326-SM-2QU3C	1	C1	2 pieces 8x7 & 7.5x6.5 mm; good fixation	7.3	Adipose Tissue	Adipose - Subcutaneous	8-11 hours	BP-20333	RNA isolation_Trizol Manual (Cell Pellet)	11/28/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-QEG5-0326-SM-2S1PB	1	C1	2 pieces 8x7 & 7.5x6.5 mm; good fixation	7.3	Adipose Tissue	Adipose - Subcutaneous	8-11 hours	BP-20333	RNA isolation_Trizol Manual (Cell Pellet)	11/28/2011	LCSET-1465	06/02/2012	TrueSeq.v1	0.6259454	80308	0.9767316	1013	0.66196	0.8561426	0.29653016	22481	0.77417946	0.70625335	76	31.363157	0.0031265744	149	43466230	40847970	0.023028098	522540	61707608	8349598	0.62740487	134730	18727089	80137	0.04345452	0	0.12058903	0.51247585	0.5667321	31623658	0.00968386	7846687	5940209	8210830	119	9119271	6917460	0.006226839	8805884	49.125843	0.008467999	0.69797474	804	0.22582059	51.133873
GTEX-QEG5-0426-SM-2I5GJ	1	C1	2 pieces 7x6 & 9x7 mm; severe fracture artifacts appear histologic not fixation	7.8	Muscle	Muscle - Skeletal	8-11 hours	BP-20332	RNA isolation_PAXgene Tissue miRNA	11/28/2011	LCSET-1168_5	02/25/2012	TrueSeq.v1	0.6877058	64370	0.9822899	868	0.801596	0.92380595	0.31971163	22177	0.5609948	0.6618393	76	64.837814	0.0033469768	206	40491256	94081400	0.017541066	2044661	117367603	25031719	0.5988725	132357	39555270	64651	0.03711884	12385043	0.058483887	0.4496912	0.74051917	52779176	0.0061479234	16078660	3720313	16498109	192	17659743	19105802	0.0047003464	17517539	49.797882	0.017421	0.7418532	820	0.4390052	50.643787
GTEX-QEG5-0426-SM-2M49L	1	C1	2 pieces 7x6 & 9x7 mm; severe fracture artifacts appear histologic not fixation	7.8	Muscle	Muscle - Skeletal	8-11 hours	BP-20332	RNA isolation_PAXgene Tissue miRNA	11/28/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-QEG5-0526-SM-2QU38	1	C1	2 pieces , each ~6.5x3 mm	6.7	Nerve	Nerve - Tibial	8-11 hours	BP-20332	RNA isolation_Trizol Manual (Cell Pellet)	11/28/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-QEG5-0526-SM-2S1PC	1	C1	2 pieces , each ~6.5x3 mm	6.7	Nerve	Nerve - Tibial	8-11 hours	BP-20332	RNA isolation_Trizol Manual (Cell Pellet)	11/28/2011	LCSET-1465	06/02/2012	TrueSeq.v1	0.22632262	21580	0.9750954	1819	0.2550432	0.8362647	0.29869112	19390	0.8634592	0.6830755	76	8.369888	0.0030374315	158	23728787	9755943	0.024671424	101674	38252120	5427948	0.67742556	121662	4174302	146542	0.08939734	0	0.13883066	0.2202194	0.21328363	8423859	0.009771657	1780971	1162841	1854596	119	2310589	1703948	0.006025372	2247487	49.3078	0.0026579965	0.28376377	685	0.13654077	51.012566
GTEX-QEG5-0626-SM-2QU47	1	C1	2 pieces, each with 1 1mm artery and 1.5mm vein; 20% adipose tissue	7.9	Blood Vessel	Artery - Tibial	8-11 hours	BP-20332	RNA isolation_Trizol Manual (Cell Pellet)	11/28/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-QEG5-0626-SM-2S1PP	1	C1	2 pieces, each with 1 1mm artery and 1.5mm vein; 20% adipose tissue	7.9	Blood Vessel	Artery - Tibial	8-11 hours	BP-20332	RNA isolation_Trizol Manual (Cell Pellet)	11/28/2011	LCSET-1465	06/02/2012	TrueSeq.v1	0.5419196	77177	0.98367375	956	0.567051	0.90082616	0.28714484	22336	0.7407797	0.67227584	76	43.014046	0.0025682056	166	47960063	54662187	0.016047802	296614	96397302	6729456	0.6068363	135123	25411793	79846	0.04582861	0	0.082847655	0.4200599	0.51081437	40492638	0.009340015	10722393	2094498	11108244	130	12056633	11098685	0.0058040493	11787447	49.435528	0.0030769948	0.5921824	762	0.2592203	50.883743
GTEX-QEG5-0826-SM-2I5GF	2	C1	2  pieces ~7x7 & 7x4mm; vascular congestion	7.7	Thyroid	Thyroid	8-11 hours	BP-20332	RNA isolation_PAXgene Tissue miRNA	11/28/2011	LCSET-1168_6	02/25/2012	TrueSeq.v1	0.7413222	169244	0.9686743	592	0.86120766	0.8412884	0.2637509	27109	0.7011954	0.7706876	76	90.14683	0.00304903	307	103139818	119923068	0.031083152	1796462	139249887	27697284	0.6130534	149203	50323319	51005	0.02735143	14721385	0.12738599	0.6038749	0.724524	84089515	0.0057372	21386019	8236354	21700747	295	23114798	21198337	0.004367513	23279902	50.177937	0.012900994	0.79844755	855	0.2988045	50.365227
GTEX-QEG5-0826-SM-2M49H	2	C1	2  pieces ~7x7 & 7x4mm; vascular congestion	7.7	Thyroid	Thyroid	8-11 hours	BP-20332	RNA isolation_PAXgene Tissue miRNA	11/28/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-QEG5-0926-SM-2M49I	1	C1	2 pieces ~7.8x6 mm;	7	Heart	Heart - Left Ventricle	8-11 hours	BP-20332	RNA isolation_PAXgene Tissue miRNA	11/28/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-QEG5-0926-SM-2TC64	1	C1	2 pieces ~7.8x6 mm;	7	Heart	Heart - Left Ventricle	8-11 hours	BP-20332	RNA isolation_Trizol Manual (Cell Pellet)	11/28/2011	LCSET-1477	05/27/2012	TrueSeq.v1	0.49636084	72196	0.9640728	860	0.54008806	0.87437963	0.304181	23145	0.65872365	0.7656072	76	43.8046	0.004051909	143	35508441	58474694	0.035761077	7218173	108268818	23315488	0.6571326	136121	26149787	82586	0.051898416	0	0.08969312	0.35576877	0.47224203	38518663	0.008585363	10842695	3781167	11374468	116	13158371	9560829	0.006135115	12957136	49.614716	0.066668995	0.5838153	830	0.34127638	51.19676
GTEX-QEG5-1126-SM-2I5GH	1	C1	2 pieces  up to 9.6x7 mm; focal hemorrhages, anthracotic pigment focally	8.1	Lung	Lung	8-11 hours	BP-20332	RNA isolation_PAXgene Tissue miRNA	11/28/2011	LCSET-1168_5	04/02/2012	TrueSeq.v1	0.08351205	66344	0.82509756	1315	0.13888673	0.6638421	0.29544595	23567	0.5977848	0.7325058	76	18.203552	0.007366252	134	18135648	32729985	0.17459914	7817533	235659542	156091369	0.6347224	139624	9374741	104334	0.05854869	7662108	0.16125554	0.08302438	0.092198856	19565489	0.008167003	3526379	9737034	3635881	107	7627147	4501969	0.0074607944	7607159	49.9344	0.033172995	0.17868358	752	0.40221515	50.76444
GTEX-QEG5-1126-SM-2M49J	1	C1	2 pieces  up to 9.6x7 mm; focal hemorrhages, anthracotic pigment focally	8.1	Lung	Lung	8-11 hours	BP-20332	RNA isolation_PAXgene Tissue miRNA	11/28/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-QEG5-1126-SM-33HC2	1	C1	2 pieces  up to 9.6x7 mm; focal hemorrhages, anthracotic pigment focally	8.1	Lung	Lung	8-11 hours	BP-20332	RNA isolation_PAXgene Tissue miRNA	11/28/2011	LCSET-1668	09/11/2012	TrueSeq.v1	0.8708469	175952	0.98180443	728	0.89008206	0.8169573	0.2815882	27021	0.5093442	0.79972917	76	62.141922	0.0025786601	396	43824279	134351681	0.017842874	843016	150943024	13909142	0.5818146	150336	63830422	54776	0.031575147	0	0.16484715	0.45335814	0.727159	68431246	0.0047750818	28378615	4574998	29180778	367	29969549	21471153	0.0036531382	30126465	50.13055	0.005584995	0.9093172	850	0.49065584	50.69681
GTEX-QEG5-1226-SM-447AR	1	C1	6 pieces  up to 9.6x1.7 mm	6.6	Blood Vessel	Artery - Aorta	8-11 hours	BP-20332	RNA isolation_PAXgene Tissue miRNA	11/28/2011	LCSET-2912	04/12/2013	TrueSeq.v1	0.93970084	89722	0.9821384	698	0.94676834	0.84954405	0.3083686	23748	0.8054592	0.7793755	76	55.771427	0.0021157907	204	75027865	63758395	0.017514007	295771	67343188	3260510	0.5947343	139120	30833529	52231	0.032228846	0	0.13259438	0.7625833	0.8043214	51354787	0.0022654482	13327733	2416668	13414541	173	13572008	12212240	0.0021900607	13575368	50.006187	0.004391996	0.95383584	873	0.19454078	50.162304
GTEX-QEG5-1426-SM-447AS	1	C1	6 pieces up to 8.6x3 mm; all have mucosa not muscularis propria; re-label as Esophagus- mucosa; surface desquamation and separation of epithelium from lamina propria; possible chemical exposure	7.3	Esophagus	Esophagus - Mucosa	8-11 hours	BP-20332	RNA isolation_PAXgene Tissue miRNA	11/28/2011	LCSET-2912	04/12/2013	TrueSeq.v1	0.9438709	97367	0.9795015	827	0.95050967	0.87074226	0.2567205	24433	0.7404947	0.79058975	76	52.048454	0.0021264632	205	53260792	65323717	0.020350985	598662	68724934	3313298	0.6343736	141673	31680615	58616	0.0330354	0	0.10875925	0.7038474	0.82764894	48371867	0.0022582188	13873398	2957646	14008632	186	14131926	11841687	0.0021918812	14140818	50.015724	0.008710987	0.9571485	849	0.2595053	50.24251
